SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
CZ-Kli,Klicava,0,718048
CZ-Kli,Klicava,0.1,714736
CZ-Kli,Klicava,0.2,711508
CZ-Kli,Klicava,0.3,708188
CZ-Kli,Klicava,0.4,704928
CZ-Kli,Klicava,0.5,701916
CZ-Kli,Klicava,0.6,699080
CZ-Kli,Klicava,0.7,696268
CZ-Kli,Klicava,0.8,693336
CZ-Kli,Klicava,0.9,690308
CZ-Kli,Klicava,1,687372
CZ-Kli,Klicava,1.1,684108
CZ-Kli,Klicava,1.2,680960
CZ-Kli,Klicava,1.3,677180
CZ-Kli,Klicava,1.4,673852
CZ-Kli,Klicava,1.5,670564
CZ-Kli,Klicava,1.6,667300
CZ-Kli,Klicava,1.7,664168
CZ-Kli,Klicava,1.8,661100
CZ-Kli,Klicava,1.9,657796
CZ-Kli,Klicava,2,654500
CZ-Kli,Klicava,2.1,651456
CZ-Kli,Klicava,2.2,648360
CZ-Kli,Klicava,2.3,645100
CZ-Kli,Klicava,2.4,641768
CZ-Kli,Klicava,2.5,638236
CZ-Kli,Klicava,2.6,634944
CZ-Kli,Klicava,2.7,631712
CZ-Kli,Klicava,2.8,628792
CZ-Kli,Klicava,2.9,625888
CZ-Kli,Klicava,3,623052
CZ-Kli,Klicava,3.1,620032
CZ-Kli,Klicava,3.2,616744
CZ-Kli,Klicava,3.3,613444
CZ-Kli,Klicava,3.4,610164
CZ-Kli,Klicava,3.5,606616
CZ-Kli,Klicava,3.6,603288
CZ-Kli,Klicava,3.7,599572
CZ-Kli,Klicava,3.8,596092
CZ-Kli,Klicava,3.9,592496
CZ-Kli,Klicava,4,588272
CZ-Kli,Klicava,4.1,585660
CZ-Kli,Klicava,4.2,582980
CZ-Kli,Klicava,4.3,580112
CZ-Kli,Klicava,4.4,577240
CZ-Kli,Klicava,4.5,574360
CZ-Kli,Klicava,4.6,571308
CZ-Kli,Klicava,4.7,567904
CZ-Kli,Klicava,4.8,564644
CZ-Kli,Klicava,4.9,561124
CZ-Kli,Klicava,5,556704
CZ-Kli,Klicava,5.1,551784
CZ-Kli,Klicava,5.2,548340
CZ-Kli,Klicava,5.3,545668
CZ-Kli,Klicava,5.4,542984
CZ-Kli,Klicava,5.5,540356
CZ-Kli,Klicava,5.6,537752
CZ-Kli,Klicava,5.7,534816
CZ-Kli,Klicava,5.8,531772
CZ-Kli,Klicava,5.9,528712
CZ-Kli,Klicava,6,525840
CZ-Kli,Klicava,6.1,523236
CZ-Kli,Klicava,6.2,520508
CZ-Kli,Klicava,6.3,518096
CZ-Kli,Klicava,6.4,515524
CZ-Kli,Klicava,6.5,513128
CZ-Kli,Klicava,6.6,510664
CZ-Kli,Klicava,6.7,508128
CZ-Kli,Klicava,6.8,505596
CZ-Kli,Klicava,6.9,502860
CZ-Kli,Klicava,7,500284
CZ-Kli,Klicava,7.1,497816
CZ-Kli,Klicava,7.2,495416
CZ-Kli,Klicava,7.3,492928
CZ-Kli,Klicava,7.4,490120
CZ-Kli,Klicava,7.5,487264
CZ-Kli,Klicava,7.6,484088
CZ-Kli,Klicava,7.7,480700
CZ-Kli,Klicava,7.8,477428
CZ-Kli,Klicava,7.9,474376
CZ-Kli,Klicava,8,471520
CZ-Kli,Klicava,8.1,468676
CZ-Kli,Klicava,8.2,465876
CZ-Kli,Klicava,8.3,463060
CZ-Kli,Klicava,8.4,460676
CZ-Kli,Klicava,8.5,458260
CZ-Kli,Klicava,8.6,455880
CZ-Kli,Klicava,8.7,453640
CZ-Kli,Klicava,8.8,451392
CZ-Kli,Klicava,8.9,449040
CZ-Kli,Klicava,9,446444
CZ-Kli,Klicava,9.1,443980
CZ-Kli,Klicava,9.2,441404
CZ-Kli,Klicava,9.3,438832
CZ-Kli,Klicava,9.4,436348
CZ-Kli,Klicava,9.5,433820
CZ-Kli,Klicava,9.6,431556
CZ-Kli,Klicava,9.7,429340
CZ-Kli,Klicava,9.8,427108
CZ-Kli,Klicava,9.9,424972
CZ-Kli,Klicava,10,422632
CZ-Kli,Klicava,10.1,420512
CZ-Kli,Klicava,10.2,418160
CZ-Kli,Klicava,10.3,415712
CZ-Kli,Klicava,10.4,413236
CZ-Kli,Klicava,10.5,410820
CZ-Kli,Klicava,10.6,408540
CZ-Kli,Klicava,10.7,406264
CZ-Kli,Klicava,10.8,404096
CZ-Kli,Klicava,10.9,402056
CZ-Kli,Klicava,11,399952
CZ-Kli,Klicava,11.1,397840
CZ-Kli,Klicava,11.2,395576
CZ-Kli,Klicava,11.3,393476
CZ-Kli,Klicava,11.4,391224
CZ-Kli,Klicava,11.5,388940
CZ-Kli,Klicava,11.6,386296
CZ-Kli,Klicava,11.7,383992
CZ-Kli,Klicava,11.8,381716
CZ-Kli,Klicava,11.9,379708
CZ-Kli,Klicava,12,377676
CZ-Kli,Klicava,12.1,375660
CZ-Kli,Klicava,12.2,373448
CZ-Kli,Klicava,12.3,371080
CZ-Kli,Klicava,12.4,368572
CZ-Kli,Klicava,12.5,366028
CZ-Kli,Klicava,12.6,363800
CZ-Kli,Klicava,12.7,361164
CZ-Kli,Klicava,12.8,358688
CZ-Kli,Klicava,12.9,356252
CZ-Kli,Klicava,13,354164
CZ-Kli,Klicava,13.1,351936
CZ-Kli,Klicava,13.2,349552
CZ-Kli,Klicava,13.3,346920
CZ-Kli,Klicava,13.4,344664
CZ-Kli,Klicava,13.5,342492
CZ-Kli,Klicava,13.6,340048
CZ-Kli,Klicava,13.7,337732
CZ-Kli,Klicava,13.8,335428
CZ-Kli,Klicava,13.9,333256
CZ-Kli,Klicava,14,330832
CZ-Kli,Klicava,14.1,327964
CZ-Kli,Klicava,14.2,325048
CZ-Kli,Klicava,14.3,322396
CZ-Kli,Klicava,14.4,320108
CZ-Kli,Klicava,14.5,318000
CZ-Kli,Klicava,14.6,315692
CZ-Kli,Klicava,14.7,313448
CZ-Kli,Klicava,14.8,311044
CZ-Kli,Klicava,14.9,308804
CZ-Kli,Klicava,15,306228
CZ-Kli,Klicava,15.1,304224
CZ-Kli,Klicava,15.2,302028
CZ-Kli,Klicava,15.3,299584
CZ-Kli,Klicava,15.4,297224
