SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
US-Bla,BlackOak,0,2252408
US-Bla,BlackOak,1,2160082.7388959
US-Bla,BlackOak,2,2069143.15298568
US-Bla,BlackOak,3,1982201.24539314
US-Bla,BlackOak,4,1895261.02955798
US-Bla,BlackOak,5,1808323.27963903
US-Bla,BlackOak,6,1721385.8303253
US-Bla,BlackOak,7,1634448.62077164
US-Bla,BlackOak,8,1547511.41121798
US-Bla,BlackOak,9,1460574.20166432
US-Bla,BlackOak,10,1373632.51272629
US-Bla,BlackOak,11,1286690.08883605
US-Bla,BlackOak,12,1199752.87928239
US-Bla,BlackOak,13,1112815.67138474
US-Bla,BlackOak,14,1025878.47258435
US-Bla,BlackOak,15,938939.789932541
US-Bla,BlackOak,16,851997.700389175
US-Bla,BlackOak,17,765057.738616545
US-Bla,BlackOak,18,678120.34717593
US-Bla,BlackOak,19,591182.95570277
US-Bla,BlackOak,20,504245.564208118
US-Bla,BlackOak,21,417308.172754089
US-Bla,BlackOak,22,330370.781313477
US-Bla,BlackOak,23,243430.61726089
US-Bla,BlackOak,24,156490.222565651
US-Bla,BlackOak,25,69551.2100291782
US-Bla,BlackOak,26,0
