SITE_ID,SITE_NAME,TIMESTAMP,DEPTH,WTEMP
US-Bla,BlackOak,20040907,0.9144,18.77777778
US-Bla,BlackOak,20040907,1.524,18.77777778
US-Bla,BlackOak,20040907,3.048,18.77777778
US-Bla,BlackOak,20040907,6.096,18.77777778
US-Bla,BlackOak,20040907,9.144,17.27777778
US-Bla,BlackOak,20040907,12.192,9.388888889
US-Bla,BlackOak,20040907,15.24,7.388888889
US-Bla,BlackOak,20040907,18.288,6.388888889
US-Bla,BlackOak,20040907,21.336,5.944444444
US-Bla,BlackOak,20040907,24.384,5.888888889
US-Bla,BlackOak,20040907,25.908,5.888888889
US-Bla,BlackOak,20050207,1.524,1.444444444
US-Bla,BlackOak,20050207,3.048,1.555555556
US-Bla,BlackOak,20050207,6.096,1.722222222
US-Bla,BlackOak,20050207,9.144,1.777777778
US-Bla,BlackOak,20050207,12.192,1.944444444
US-Bla,BlackOak,20050207,15.24,2
US-Bla,BlackOak,20050207,18.288,2.111111111
US-Bla,BlackOak,20050531,0.9144,14.77777778
US-Bla,BlackOak,20050531,1.524,14.61111111
US-Bla,BlackOak,20050531,3.048,14.44444444
US-Bla,BlackOak,20050531,6.096,12.88888889
US-Bla,BlackOak,20050531,9.144,9.111111111
US-Bla,BlackOak,20050531,12.192,7.555555556
US-Bla,BlackOak,20050531,15.24,6.388888889
US-Bla,BlackOak,20050531,18.288,6.111111111
US-Bla,BlackOak,20050531,21.336,5.888888889
US-Bla,BlackOak,20050531,24.384,5.722222222
US-Bla,BlackOak,20050531,25.908,5.555555556
US-Bla,BlackOak,20050629,0.9144,22.44444444
US-Bla,BlackOak,20050629,1.524,22.16666667
US-Bla,BlackOak,20050629,3.048,21.94444444
US-Bla,BlackOak,20050629,6.096,17.77777778
US-Bla,BlackOak,20050629,9.144,10.44444444
US-Bla,BlackOak,20050629,12.192,8.277777778
US-Bla,BlackOak,20050629,15.24,7.055555556
US-Bla,BlackOak,20050629,18.288,6.277777778
US-Bla,BlackOak,20050629,21.336,5.944444444
US-Bla,BlackOak,20050629,24.384,5.888888889
US-Bla,BlackOak,20050629,25.908,5.722222222
US-Bla,BlackOak,20050719,0.9144,25.44444444
US-Bla,BlackOak,20050719,1.524,25.33333333
US-Bla,BlackOak,20050719,3.048,25.05555556
US-Bla,BlackOak,20050719,6.096,22.16666667
US-Bla,BlackOak,20050719,9.144,11.66666667
US-Bla,BlackOak,20050719,12.192,8.888888889
US-Bla,BlackOak,20050719,15.24,7.666666667
US-Bla,BlackOak,20050719,18.288,6.777777778
US-Bla,BlackOak,20050719,21.336,6.166666667
US-Bla,BlackOak,20050719,24.384,6
US-Bla,BlackOak,20050719,25.908,5.888888889
US-Bla,BlackOak,20050824,0.9144,21.16666667
US-Bla,BlackOak,20050824,1.524,21.16666667
US-Bla,BlackOak,20050824,3.048,21
US-Bla,BlackOak,20050824,6.096,20.88888889
US-Bla,BlackOak,20050824,9.144,14.77777778
US-Bla,BlackOak,20050824,12.192,9.666666667
US-Bla,BlackOak,20050824,15.24,7.833333333
US-Bla,BlackOak,20050824,18.288,6.944444444
US-Bla,BlackOak,20050824,21.336,6.277777778
US-Bla,BlackOak,20050824,24.384,6.388888889
US-Bla,BlackOak,20050824,25.908,6.444444444
US-Bla,BlackOak,20050909,0.9144,20.38888889
US-Bla,BlackOak,20050909,1.524,20.27777778
US-Bla,BlackOak,20050909,3.048,20.16666667
US-Bla,BlackOak,20050909,6.096,19.88888889
US-Bla,BlackOak,20050909,9.144,17.11111111
US-Bla,BlackOak,20050909,12.192,9.833333333
US-Bla,BlackOak,20050909,15.24,7.833333333
US-Bla,BlackOak,20050909,18.288,6.888888889
US-Bla,BlackOak,20050909,21.336,6.333333333
US-Bla,BlackOak,20050909,24.384,6.111111111
US-Bla,BlackOak,20050909,25.908,6.111111111
US-Bla,BlackOak,20050921,0.9144,20.33333333
US-Bla,BlackOak,20050921,1.524,20.16666667
US-Bla,BlackOak,20050921,3.048,19.88888889
US-Bla,BlackOak,20050921,6.096,19.77777778
US-Bla,BlackOak,20050921,9.144,18.38888889
US-Bla,BlackOak,20050921,12.192,10.11111111
US-Bla,BlackOak,20050921,15.24,8.111111111
US-Bla,BlackOak,20050921,18.288,6.722222222
US-Bla,BlackOak,20050921,21.336,6.388888889
US-Bla,BlackOak,20050921,24.384,6.166666667
US-Bla,BlackOak,20050921,25.908,6.166666667
US-Bla,BlackOak,20051010,0.9144,15.05555556
US-Bla,BlackOak,20051010,1.524,15
US-Bla,BlackOak,20051010,3.048,14.83333333
US-Bla,BlackOak,20051010,6.096,14.77777778
US-Bla,BlackOak,20051010,9.144,14.66666667
US-Bla,BlackOak,20051010,12.192,12.33333333
US-Bla,BlackOak,20051010,15.24,8.166666667
US-Bla,BlackOak,20051010,18.288,7.222222222
US-Bla,BlackOak,20051010,21.336,6.555555556
US-Bla,BlackOak,20051010,24.384,6.277777778
US-Bla,BlackOak,20051010,25.908,6.222222222
US-Bla,BlackOak,20060502,0.9144,8.888888889
US-Bla,BlackOak,20060502,1.524,8.833333333
US-Bla,BlackOak,20060502,3.048,8.722222222
US-Bla,BlackOak,20060502,6.096,8.388888889
US-Bla,BlackOak,20060502,9.144,7.388888889
US-Bla,BlackOak,20060502,12.192,7.111111111
US-Bla,BlackOak,20060502,15.24,6.611111111
US-Bla,BlackOak,20060502,18.288,6.166666667
US-Bla,BlackOak,20060502,21.336,5.444444444
US-Bla,BlackOak,20060502,24.384,5.277777778
US-Bla,BlackOak,20060502,25.908,5.222222222
US-Bla,BlackOak,20060613,0.9144,19.27777778
US-Bla,BlackOak,20060613,1.524,19.11111111
US-Bla,BlackOak,20060613,3.048,18.77777778
US-Bla,BlackOak,20060613,6.096,13.72222222
US-Bla,BlackOak,20060613,9.144,11.22222222
US-Bla,BlackOak,20060613,12.192,9.722222222
US-Bla,BlackOak,20060613,15.24,8
US-Bla,BlackOak,20060613,18.288,6.666666667
US-Bla,BlackOak,20060613,21.336,6.111111111
US-Bla,BlackOak,20060613,24.384,6
US-Bla,BlackOak,20060613,25.908,5.888888889
US-Bla,BlackOak,20060724,0.9144,23.94444444
US-Bla,BlackOak,20060724,1.524,23.88888889
US-Bla,BlackOak,20060724,3.048,23.88888889
US-Bla,BlackOak,20060724,6.096,23.61111111
US-Bla,BlackOak,20060724,9.144,13.61111111
US-Bla,BlackOak,20060724,12.192,10.61111111
US-Bla,BlackOak,20060724,15.24,8.833333333
US-Bla,BlackOak,20060724,18.288,7.055555556
US-Bla,BlackOak,20060724,21.336,6.5
US-Bla,BlackOak,20060724,24.384,6.277777778
US-Bla,BlackOak,20060724,25.908,6.222222222
US-Bla,BlackOak,20060822,0.9144,22.27777778
US-Bla,BlackOak,20060822,1.524,22.27777778
