SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
PT-Alq,Alqueva,0,254775704.414802
PT-Alq,Alqueva,1,241486699.289047
PT-Alq,Alqueva,2,228809385.870687
PT-Alq,Alqueva,3,216719406.602836
PT-Alq,Alqueva,4,205193220.595412
PT-Alq,Alqueva,5,194208081.450098
PT-Alq,Alqueva,6,183742015.544118
PT-Alq,Alqueva,7,173773800.766437
PT-Alq,Alqueva,8,164282945.69987
PT-Alq,Alqueva,9,155249669.242729
PT-Alq,Alqueva,10,146654880.663675
PT-Alq,Alqueva,11,138480160.083459
PT-Alq,Alqueva,12,130707739.377321
PT-Alq,Alqueva,17,97301552.4056841
PT-Alq,Alqueva,22,71630844.0545983
PT-Alq,Alqueva,32,37409443.0839282
PT-Alq,Alqueva,42,18462929.8366212
PT-Alq,Alqueva,52,8518634.88256641
PT-Alq,Alqueva,62,3622562.92632751
PT-Alq,Alqueva,72,1392763.61229444
