SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
SE-Eko,Ekoln,0,20180000
SE-Eko,Ekoln,2.984837,16365702
SE-Eko,Ekoln,3.6707933,15946069
SE-Eko,Ekoln,5.561808,14947630
SE-Eko,Ekoln,6.0809101,14600348
SE-Eko,Ekoln,7.5455195,13862372
SE-Eko,Ekoln,10.029794,12617942
SE-Eko,Ekoln,12.959013,11735265
SE-Eko,Ekoln,16.648345,10707886
SE-Eko,Ekoln,19.948351,9781798.9
SE-Eko,Ekoln,23.229818,7553400.9
SE-Eko,Ekoln,26.307352,5484174.2
SE-Eko,Ekoln,28.10567,4268684.4
SE-Eko,Ekoln,29.477582,3357067.1
SE-Eko,Ekoln,30.015224,2966373.9
SE-Eko,Ekoln,31.479833,2329688.8
SE-Eko,Ekoln,33.815793,1287840.4
SE-Eko,Ekoln,35.002312,766916.18
SE-Eko,Ekoln,36.188831,245991.98
SE-Eko,Ekoln,37.060181,0
