SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
NZ-Rot,Rotorua,0,79305300
NZ-Rot,Rotorua,0.5,77817825
NZ-Rot,Rotorua,1,75475800
NZ-Rot,Rotorua,1.5,71813250
NZ-Rot,Rotorua,2,68217750
NZ-Rot,Rotorua,2.5,66464775
NZ-Rot,Rotorua,3,65047725
NZ-Rot,Rotorua,3.5,63746325
NZ-Rot,Rotorua,4,62121825
NZ-Rot,Rotorua,4.5,60464250
NZ-Rot,Rotorua,5,58710600
NZ-Rot,Rotorua,5.5,57222900
NZ-Rot,Rotorua,6,55640025
NZ-Rot,Rotorua,6.5,54218925
NZ-Rot,Rotorua,7,52770150
NZ-Rot,Rotorua,7.5,51093450
NZ-Rot,Rotorua,8,49323825
NZ-Rot,Rotorua,8.5,47370600
NZ-Rot,Rotorua,9,45253575
NZ-Rot,Rotorua,9.5,43303275
NZ-Rot,Rotorua,10,41564925
NZ-Rot,Rotorua,10.5,39827025
NZ-Rot,Rotorua,11,38153925
NZ-Rot,Rotorua,11.5,35626275
NZ-Rot,Rotorua,12,33561225
NZ-Rot,Rotorua,12.5,31334400
NZ-Rot,Rotorua,13,29280375
NZ-Rot,Rotorua,13.5,26925750
NZ-Rot,Rotorua,14,24919875
NZ-Rot,Rotorua,14.5,22918050
NZ-Rot,Rotorua,15,21191625
NZ-Rot,Rotorua,15.5,19354050
NZ-Rot,Rotorua,16,17611425
NZ-Rot,Rotorua,16.5,15660450
NZ-Rot,Rotorua,17,13676175
NZ-Rot,Rotorua,17.5,11746125
NZ-Rot,Rotorua,18,9814275
NZ-Rot,Rotorua,18.5,7968600
NZ-Rot,Rotorua,19,6612750
NZ-Rot,Rotorua,19.5,5408100
NZ-Rot,Rotorua,20,4551750
NZ-Rot,Rotorua,20.5,3771675
NZ-Rot,Rotorua,21,3237975
NZ-Rot,Rotorua,21.5,2744550
NZ-Rot,Rotorua,22,2373075
NZ-Rot,Rotorua,22.5,1889775
NZ-Rot,Rotorua,23,1363950
NZ-Rot,Rotorua,23.5,931050
NZ-Rot,Rotorua,24,630900
NZ-Rot,Rotorua,24.5,395325
NZ-Rot,Rotorua,25,237375
NZ-Rot,Rotorua,25.5,175500
NZ-Rot,Rotorua,26,153450
NZ-Rot,Rotorua,26.5,137925
NZ-Rot,Rotorua,27,125550
NZ-Rot,Rotorua,27.5,111600
NZ-Rot,Rotorua,28,100575
NZ-Rot,Rotorua,28.5,91575
NZ-Rot,Rotorua,29,81450
NZ-Rot,Rotorua,29.5,74700
NZ-Rot,Rotorua,30,68175
NZ-Rot,Rotorua,30.5,63225
NZ-Rot,Rotorua,31,60975
NZ-Rot,Rotorua,31.5,56700
NZ-Rot,Rotorua,32,51525
NZ-Rot,Rotorua,32.5,47250
NZ-Rot,Rotorua,33,42525
NZ-Rot,Rotorua,33.5,39825
NZ-Rot,Rotorua,34,37800
NZ-Rot,Rotorua,34.5,34650
NZ-Rot,Rotorua,35,33300
NZ-Rot,Rotorua,35.5,30600
NZ-Rot,Rotorua,36,27225
NZ-Rot,Rotorua,36.5,24075
NZ-Rot,Rotorua,37,22275
NZ-Rot,Rotorua,37.5,20025
NZ-Rot,Rotorua,38,18000
NZ-Rot,Rotorua,38.5,15300
NZ-Rot,Rotorua,39,14625
NZ-Rot,Rotorua,39.5,13500
NZ-Rot,Rotorua,40,12825
NZ-Rot,Rotorua,40.5,11475
NZ-Rot,Rotorua,41,10800
NZ-Rot,Rotorua,41.5,10350
NZ-Rot,Rotorua,42,9000
NZ-Rot,Rotorua,42.5,8100
NZ-Rot,Rotorua,43,7200
NZ-Rot,Rotorua,43.5,7200
NZ-Rot,Rotorua,44,6975
NZ-Rot,Rotorua,44.5,6750
NZ-Rot,Rotorua,45,6300
NZ-Rot,Rotorua,45.5,5400
NZ-Rot,Rotorua,46,4725
NZ-Rot,Rotorua,46.5,3150
NZ-Rot,Rotorua,47,2250
NZ-Rot,Rotorua,47.5,2025
NZ-Rot,Rotorua,48,1575
NZ-Rot,Rotorua,48.5,1350
NZ-Rot,Rotorua,49,1125
NZ-Rot,Rotorua,49.5,900
NZ-Rot,Rotorua,50,675
NZ-Rot,Rotorua,50.5,675
NZ-Rot,Rotorua,51,450
NZ-Rot,Rotorua,51.5,450
NZ-Rot,Rotorua,52,450
NZ-Rot,Rotorua,52.5,225
NZ-Rot,Rotorua,53,0
