SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
IL-Kin,Kinneret,0,167000000
IL-Kin,Kinneret,1,162000000
IL-Kin,Kinneret,2,161000000
IL-Kin,Kinneret,3,160000000
IL-Kin,Kinneret,4,158000000
IL-Kin,Kinneret,5,157000000
IL-Kin,Kinneret,6,155000000
IL-Kin,Kinneret,7,153000000
IL-Kin,Kinneret,8,151000000
IL-Kin,Kinneret,9,150000000
IL-Kin,Kinneret,10,148000000
IL-Kin,Kinneret,11,146000000
IL-Kin,Kinneret,12,143000000
IL-Kin,Kinneret,13,139000000
IL-Kin,Kinneret,14,136000000
IL-Kin,Kinneret,15,132000000
IL-Kin,Kinneret,16,128000000
IL-Kin,Kinneret,17,123000000
IL-Kin,Kinneret,18,118000000
IL-Kin,Kinneret,19,113000000
IL-Kin,Kinneret,20,107000000
IL-Kin,Kinneret,21,102000000
IL-Kin,Kinneret,22,96400000
IL-Kin,Kinneret,23,90975000
IL-Kin,Kinneret,24,85400000
IL-Kin,Kinneret,25,79850000
IL-Kin,Kinneret,26,74475000
IL-Kin,Kinneret,27,69600000
IL-Kin,Kinneret,28,64675000
IL-Kin,Kinneret,29,60200000
IL-Kin,Kinneret,30,55725000
IL-Kin,Kinneret,31,51675000
IL-Kin,Kinneret,32,46800000
IL-Kin,Kinneret,33,41100000
IL-Kin,Kinneret,34,38250000
IL-Kin,Kinneret,35,33950000
IL-Kin,Kinneret,36,31700000
IL-Kin,Kinneret,37,26625000
IL-Kin,Kinneret,38,21975000
IL-Kin,Kinneret,39,17875000
IL-Kin,Kinneret,40,15200000
IL-Kin,Kinneret,41,9250000
IL-Kin,Kinneret,42,0
