SITE-ID,SITE-NAME,DEPTH,BATHYMETRY-AREA
US-DEL,Delavan,0,6963557.786
US-DEL,Delavan,1.524018532,6235697.004
US-DEL,Delavan,3.048037064,5027127.904
US-DEL,Delavan,4.572055596,4543309.34
US-DEL,Delavan,6.096074128,4038525.5
US-DEL,Delavan,7.62009266,3546977.345
US-DEL,Delavan,9.144111192,2983878.301
US-DEL,Delavan,10.66812972,2406369.564
US-DEL,Delavan,12.19214826,1764753.962
US-DEL,Delavan,13.71616679,1076861.913
US-DEL,Delavan,15.24018532,202825.7297
US-DEL,Delavan,16.45940015,0
