SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
US-Sun,Sunapee,0,16934251.6150412
US-Sun,Sunapee,0.5,16826127.5927456
US-Sun,Sunapee,1,16489737.425924
US-Sun,Sunapee,1.5,16071488.9547934
US-Sun,Sunapee,2,15780918.0052615
US-Sun,Sunapee,2.5,15510517.5179687
US-Sun,Sunapee,3,15234317.579076
US-Sun,Sunapee,3.5,14951571.0718222
US-Sun,Sunapee,4,14691317.5119427
US-Sun,Sunapee,4.5,14418854.8471646
US-Sun,Sunapee,5,14148319.1351188
US-Sun,Sunapee,5.5,13863498.6182138
US-Sun,Sunapee,6,13576406.3254562
US-Sun,Sunapee,6.5,13285122.0653515
US-Sun,Sunapee,7,12988489.6662604
US-Sun,Sunapee,7.5,12673823.3560296
US-Sun,Sunapee,8,12356310.5647454
US-Sun,Sunapee,8.5,12013032.3870611
US-Sun,Sunapee,9,11644117.2864922
US-Sun,Sunapee,9.5,11253594.9606821
US-Sun,Sunapee,10,10843023.8749106
US-Sun,Sunapee,10.5,10365149.7391955
US-Sun,Sunapee,11,9852960.6320635
US-Sun,Sunapee,11.5,9274820.72251919
US-Sun,Sunapee,12,8623779.45825152
US-Sun,Sunapee,12.5,8028820.9700363
US-Sun,Sunapee,13,7476296.00935418
US-Sun,Sunapee,13.5,6928267.27171373
US-Sun,Sunapee,14,6468883.43068013
US-Sun,Sunapee,14.5,6016348.7233927
US-Sun,Sunapee,15,5579849.98151742
US-Sun,Sunapee,15.5,5158332.45197985
US-Sun,Sunapee,16,4796077.17050277
US-Sun,Sunapee,16.5,4414109.50063773
US-Sun,Sunapee,17,4050485.06853518
US-Sun,Sunapee,17.5,3653258.97558851
US-Sun,Sunapee,18,3264022.97524259
US-Sun,Sunapee,18.5,2978076.7122678
US-Sun,Sunapee,19,2723309.89674663
US-Sun,Sunapee,19.5,2485285.59597272
US-Sun,Sunapee,20,2234911.89461895
US-Sun,Sunapee,20.5,1988527.3234826
US-Sun,Sunapee,21,1740820.93038437
US-Sun,Sunapee,21.5,1505854.39934068
US-Sun,Sunapee,22,1283336.99713228
US-Sun,Sunapee,22.5,1088626.87509625
US-Sun,Sunapee,23,925704.711902928
US-Sun,Sunapee,23.5,797467.69788819
US-Sun,Sunapee,24,676930.043254955
US-Sun,Sunapee,24.5,575947.578234148
US-Sun,Sunapee,25,483528.220705481
US-Sun,Sunapee,25.5,401221.98440174
US-Sun,Sunapee,26,327112.058447265
US-Sun,Sunapee,26.5,269137.826160371
US-Sun,Sunapee,27,214836.636230449
US-Sun,Sunapee,27.5,168576.248183691
US-Sun,Sunapee,28,133941.808287532
US-Sun,Sunapee,28.5,105037.517305379
US-Sun,Sunapee,29,79030.4166590976
US-Sun,Sunapee,29.5,62734.1435971714
US-Sun,Sunapee,30,51853.621898217
US-Sun,Sunapee,30.5,41551.1860189057
US-Sun,Sunapee,31,33207.818750607
US-Sun,Sunapee,31.5,25205.8939839688
US-Sun,Sunapee,32,7254.80800557901
US-Sun,Sunapee,32.5,158.889084931134
US-Sun,Sunapee,33,64.231757738118
US-Sun,Sunapee,33.5,38.877116525703
US-Sun,Sunapee,34,16.90309414161
US-Sun,Sunapee,34.5,1
