SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
RW-Kiv,Kivu,0,2488250965
RW-Kiv,Kivu,1,2485243144
RW-Kiv,Kivu,2,2475185434
RW-Kiv,Kivu,3,2450778913
RW-Kiv,Kivu,4,2419184681
RW-Kiv,Kivu,5,2392800219
RW-Kiv,Kivu,6,2373483520
RW-Kiv,Kivu,7,2358938108
RW-Kiv,Kivu,8,2347169359
RW-Kiv,Kivu,9,2337000041
RW-Kiv,Kivu,10,2327789112
RW-Kiv,Kivu,11,2319522272
RW-Kiv,Kivu,12,2311786854
RW-Kiv,Kivu,13,2304549099
RW-Kiv,Kivu,14,2297484514
RW-Kiv,Kivu,15,2290606204
RW-Kiv,Kivu,16,2283894311
RW-Kiv,Kivu,17,2277341687
RW-Kiv,Kivu,18,2270795020
RW-Kiv,Kivu,19,2264376641
RW-Kiv,Kivu,20,2257827988
RW-Kiv,Kivu,21,2251471966
RW-Kiv,Kivu,22,2245160428
RW-Kiv,Kivu,23,2238831811
RW-Kiv,Kivu,24,2232564757
RW-Kiv,Kivu,25,2226253218
RW-Kiv,Kivu,26,2219976235
RW-Kiv,Kivu,27,2213835482
RW-Kiv,Kivu,28,2207674077
RW-Kiv,Kivu,29,2201490430
RW-Kiv,Kivu,30,2195408063
RW-Kiv,Kivu,31,2189492113
RW-Kiv,Kivu,32,2183772368
RW-Kiv,Kivu,33,2178033162
RW-Kiv,Kivu,34,2172289984
RW-Kiv,Kivu,35,2166725138
RW-Kiv,Kivu,36,2161119383
RW-Kiv,Kivu,37,2155452066
RW-Kiv,Kivu,38,2149785940
RW-Kiv,Kivu,39,2144076919
RW-Kiv,Kivu,40,2138377431
RW-Kiv,Kivu,41,2132878914
RW-Kiv,Kivu,42,2127210008
RW-Kiv,Kivu,43,2121559372
RW-Kiv,Kivu,44,2115921445
RW-Kiv,Kivu,45,2110192566
RW-Kiv,Kivu,46,2104525249
RW-Kiv,Kivu,47,2098875407
RW-Kiv,Kivu,48,2093156854
RW-Kiv,Kivu,49,2087316367
RW-Kiv,Kivu,50,2081477867
RW-Kiv,Kivu,51,2075383982
RW-Kiv,Kivu,52,2069433080
RW-Kiv,Kivu,53,2063432929
RW-Kiv,Kivu,54,2057413713
RW-Kiv,Kivu,55,2051357162
RW-Kiv,Kivu,56,2045235871
RW-Kiv,Kivu,57,2038986293
RW-Kiv,Kivu,58,2032930536
RW-Kiv,Kivu,59,2026800508
RW-Kiv,Kivu,60,2020916729
RW-Kiv,Kivu,61,2014755721
RW-Kiv,Kivu,62,2008745243
RW-Kiv,Kivu,63,2002913495
RW-Kiv,Kivu,64,1997160387
RW-Kiv,Kivu,65,1991448586
RW-Kiv,Kivu,66,1985710174
RW-Kiv,Kivu,67,1979897490
RW-Kiv,Kivu,68,1974095927
RW-Kiv,Kivu,69,1968232007
RW-Kiv,Kivu,70,1962225103
RW-Kiv,Kivu,71,1956257918
RW-Kiv,Kivu,72,1950223212
RW-Kiv,Kivu,73,1944253643
RW-Kiv,Kivu,74,1938226483
RW-Kiv,Kivu,75,1932181451
RW-Kiv,Kivu,76,1925932666
RW-Kiv,Kivu,77,1919594517
RW-Kiv,Kivu,78,1913227772
RW-Kiv,Kivu,79,1906753788
RW-Kiv,Kivu,80,1900059371
RW-Kiv,Kivu,81,1893268838
RW-Kiv,Kivu,82,1886361137
RW-Kiv,Kivu,83,1879406569
RW-Kiv,Kivu,84,1872428965
RW-Kiv,Kivu,85,1865734549
RW-Kiv,Kivu,86,1858923759
RW-Kiv,Kivu,87,1852077621
RW-Kiv,Kivu,88,1845286690
RW-Kiv,Kivu,89,1838537065
RW-Kiv,Kivu,90,1831764008
RW-Kiv,Kivu,91,1824800305
RW-Kiv,Kivu,92,1817640397
RW-Kiv,Kivu,93,1810974577
RW-Kiv,Kivu,94,1804477954
RW-Kiv,Kivu,95,1797939231
RW-Kiv,Kivu,96,1791473588
RW-Kiv,Kivu,97,1785703402
RW-Kiv,Kivu,98,1780441205
RW-Kiv,Kivu,99,1775543616
RW-Kiv,Kivu,100,1770827538
RW-Kiv,Kivu,101,1766084848
RW-Kiv,Kivu,102,1761244851
RW-Kiv,Kivu,103,1756554986
RW-Kiv,Kivu,104,1751904839
RW-Kiv,Kivu,105,1747218151
RW-Kiv,Kivu,106,1742539407
RW-Kiv,Kivu,107,1737842393
RW-Kiv,Kivu,108,1733127506
RW-Kiv,Kivu,109,1728239053
RW-Kiv,Kivu,110,1723365692
RW-Kiv,Kivu,111,1718318765
RW-Kiv,Kivu,112,1713065306
RW-Kiv,Kivu,113,1707987002
RW-Kiv,Kivu,114,1703173615
RW-Kiv,Kivu,115,1698361817
RW-Kiv,Kivu,116,1693545253
RW-Kiv,Kivu,117,1688845855
RW-Kiv,Kivu,118,1684234234
RW-Kiv,Kivu,119,1679634529
RW-Kiv,Kivu,120,1674893428
RW-Kiv,Kivu,121,1670296502
RW-Kiv,Kivu,122,1665709109
RW-Kiv,Kivu,123,1660992633
RW-Kiv,Kivu,124,1656242000
RW-Kiv,Kivu,125,1651581129
RW-Kiv,Kivu,126,1646986190
RW-Kiv,Kivu,127,1642391250
RW-Kiv,Kivu,128,1637731571
RW-Kiv,Kivu,129,1632933673
RW-Kiv,Kivu,130,1627980480
RW-Kiv,Kivu,131,1623247720
RW-Kiv,Kivu,132,1618638482
RW-Kiv,Kivu,133,1614000250
RW-Kiv,Kivu,134,1609445028
RW-Kiv,Kivu,135,1604686849
RW-Kiv,Kivu,136,1599948131
RW-Kiv,Kivu,137,1594894850
RW-Kiv,Kivu,138,1589695804
RW-Kiv,Kivu,139,1584913794
RW-Kiv,Kivu,140,1580210425
RW-Kiv,Kivu,141,1575272324
RW-Kiv,Kivu,142,1570668647
RW-Kiv,Kivu,143,1566207953
RW-Kiv,Kivu,144,1561765132
RW-Kiv,Kivu,145,1557122929
RW-Kiv,Kivu,146,1552290080
RW-Kiv,Kivu,147,1547226074
RW-Kiv,Kivu,148,1542355494
RW-Kiv,Kivu,149,1537613996
RW-Kiv,Kivu,150,1532945579
RW-Kiv,Kivu,151,1528272395
RW-Kiv,Kivu,152,1523524542
RW-Kiv,Kivu,153,1518810847
RW-Kiv,Kivu,154,1514109067
RW-Kiv,Kivu,155,1509317127
RW-Kiv,Kivu,156,1504705109
RW-Kiv,Kivu,157,1500283736
RW-Kiv,Kivu,158,1495807155
RW-Kiv,Kivu,159,1491290856
RW-Kiv,Kivu,160,1486889342
RW-Kiv,Kivu,161,1482473132
RW-Kiv,Kivu,162,1477894476
RW-Kiv,Kivu,163,1473440137
RW-Kiv,Kivu,164,1469000097
RW-Kiv,Kivu,165,1464433357
RW-Kiv,Kivu,166,1459842389
RW-Kiv,Kivu,167,1455032576
RW-Kiv,Kivu,168,1450229516
RW-Kiv,Kivu,169,1445267982
RW-Kiv,Kivu,170,1440305257
RW-Kiv,Kivu,171,1435149900
RW-Kiv,Kivu,172,1430131570
RW-Kiv,Kivu,173,1425310637
RW-Kiv,Kivu,174,1421022715
RW-Kiv,Kivu,175,1416455578
RW-Kiv,Kivu,176,1411878908
RW-Kiv,Kivu,177,1407385249
RW-Kiv,Kivu,178,1402862595
RW-Kiv,Kivu,179,1398128644
RW-Kiv,Kivu,180,1393328761
RW-Kiv,Kivu,181,1388635321
RW-Kiv,Kivu,182,1383810416
RW-Kiv,Kivu,183,1378979156
RW-Kiv,Kivu,184,1373951294
RW-Kiv,Kivu,185,1368772107
RW-Kiv,Kivu,186,1363389566
RW-Kiv,Kivu,187,1358078516
RW-Kiv,Kivu,188,1352693989
RW-Kiv,Kivu,189,1347099752
RW-Kiv,Kivu,190,1341779170
RW-Kiv,Kivu,191,1336338244
RW-Kiv,Kivu,192,1330645904
RW-Kiv,Kivu,193,1324256122
RW-Kiv,Kivu,194,1318830288
RW-Kiv,Kivu,195,1313500571
RW-Kiv,Kivu,196,1307785196
RW-Kiv,Kivu,197,1301556270
RW-Kiv,Kivu,198,1296414021
RW-Kiv,Kivu,199,1291142292
RW-Kiv,Kivu,200,1285550438
RW-Kiv,Kivu,201,1279559422
RW-Kiv,Kivu,202,1272803443
RW-Kiv,Kivu,203,1266977652
RW-Kiv,Kivu,204,1262110646
RW-Kiv,Kivu,205,1257519678
RW-Kiv,Kivu,206,1253312780
RW-Kiv,Kivu,207,1249295336
RW-Kiv,Kivu,208,1245336276
RW-Kiv,Kivu,209,1241328364
RW-Kiv,Kivu,210,1237311317
RW-Kiv,Kivu,211,1233391181
RW-Kiv,Kivu,212,1229540948
RW-Kiv,Kivu,213,1225477034
RW-Kiv,Kivu,214,1221423049
RW-Kiv,Kivu,215,1217178420
RW-Kiv,Kivu,216,1212987409
RW-Kiv,Kivu,217,1208725303
