SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
US-Spa,Sparkling,0,583054
US-Spa,Sparkling,1,549139.47
US-Spa,Sparkling,2,519084.94
US-Spa,Sparkling,3,496773.04
US-Spa,Sparkling,4,477533.67
US-Spa,Sparkling,5,455936.55
US-Spa,Sparkling,6,433585.95
US-Spa,Sparkling,7,409947.27
US-Spa,Sparkling,8,388695.96
US-Spa,Sparkling,9,372287.5
US-Spa,Sparkling,10,342890.92
US-Spa,Sparkling,11,314469.51
US-Spa,Sparkling,12,290860.78
US-Spa,Sparkling,13,265980.84
US-Spa,Sparkling,14,242479.71
US-Spa,Sparkling,15,221567.06
US-Spa,Sparkling,16,169595.12
US-Spa,Sparkling,17,116709.42
US-Spa,Sparkling,18,72989.35
US-Spa,Sparkling,19,0
