SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
DE-Rap,Rappbode,0,4344724
DE-Rap,Rappbode,0.2,4309776
DE-Rap,Rappbode,0.7,4223928
DE-Rap,Rappbode,1.2,4140217
DE-Rap,Rappbode,1.7,4058604
DE-Rap,Rappbode,2.2,3979047
DE-Rap,Rappbode,2.45,3940028
DE-Rap,Rappbode,2.7,3869412
DE-Rap,Rappbode,3.2,3823566
DE-Rap,Rappbode,3.7,3780423
DE-Rap,Rappbode,4.7,3627414
DE-Rap,Rappbode,5.7,3465694
DE-Rap,Rappbode,6.7,3343352
DE-Rap,Rappbode,7.7,3236212
DE-Rap,Rappbode,8.7,3130329
DE-Rap,Rappbode,9.7,3016835
DE-Rap,Rappbode,10.7,2904331
DE-Rap,Rappbode,11.7,2798784
DE-Rap,Rappbode,12.7,2701978
DE-Rap,Rappbode,13.7,2610683
DE-Rap,Rappbode,14.7,2521407
DE-Rap,Rappbode,15.7,2445471
DE-Rap,Rappbode,16.7,2376528
DE-Rap,Rappbode,17.7,2311063
DE-Rap,Rappbode,18.7,2248973
DE-Rap,Rappbode,19.7,2184803
DE-Rap,Rappbode,20.7,2118889
DE-Rap,Rappbode,21.7,2053458
DE-Rap,Rappbode,22.7,1989015
DE-Rap,Rappbode,23.7,1930330
DE-Rap,Rappbode,24.7,1865966
DE-Rap,Rappbode,25.7,1803324
DE-Rap,Rappbode,26.7,1742680
DE-Rap,Rappbode,27.7,1687929
DE-Rap,Rappbode,28.7,1639599
DE-Rap,Rappbode,29.7,1589783
DE-Rap,Rappbode,30.7,1538330
DE-Rap,Rappbode,31.7,1486494
DE-Rap,Rappbode,32.7,1432632
DE-Rap,Rappbode,33.7,1378086
DE-Rap,Rappbode,34.7,1330063
DE-Rap,Rappbode,35.7,1278198
DE-Rap,Rappbode,36.7,1220204
DE-Rap,Rappbode,37.7,1165310
DE-Rap,Rappbode,38.7,1120304
DE-Rap,Rappbode,39.7,1076021
DE-Rap,Rappbode,40.7,1029741
DE-Rap,Rappbode,41.7,981558
DE-Rap,Rappbode,42.7,938306
DE-Rap,Rappbode,43.7,898553
DE-Rap,Rappbode,44.7,861717
DE-Rap,Rappbode,45.7,821311
DE-Rap,Rappbode,46.7,782539
DE-Rap,Rappbode,47.7,741853
DE-Rap,Rappbode,48.7,695533
DE-Rap,Rappbode,49.7,650900
DE-Rap,Rappbode,50.7,613580
DE-Rap,Rappbode,51.7,575845
DE-Rap,Rappbode,52.7,536591
DE-Rap,Rappbode,53.7,498159
DE-Rap,Rappbode,54.7,466015
DE-Rap,Rappbode,55.7,425508
DE-Rap,Rappbode,56.7,394905
DE-Rap,Rappbode,57.7,374536
DE-Rap,Rappbode,58.7,354810
DE-Rap,Rappbode,59.7,333970
DE-Rap,Rappbode,60.7,311167
DE-Rap,Rappbode,61.7,286679
DE-Rap,Rappbode,62.7,265545
DE-Rap,Rappbode,63.7,243884
DE-Rap,Rappbode,64.7,213626
DE-Rap,Rappbode,65.7,183490
DE-Rap,Rappbode,66.7,167775
DE-Rap,Rappbode,67.7,159019
DE-Rap,Rappbode,68.7,150482
DE-Rap,Rappbode,69.7,141305
DE-Rap,Rappbode,70.7,131279
DE-Rap,Rappbode,71.7,119951
DE-Rap,Rappbode,72.7,107249
DE-Rap,Rappbode,73.7,96358
DE-Rap,Rappbode,74.7,87467
DE-Rap,Rappbode,75.7,77105
DE-Rap,Rappbode,76.7,62259
DE-Rap,Rappbode,77.7,54008
DE-Rap,Rappbode,78.7,47884
DE-Rap,Rappbode,79.7,40966
DE-Rap,Rappbode,80.7,30956
DE-Rap,Rappbode,81.7,23807
DE-Rap,Rappbode,82.7,14191
DE-Rap,Rappbode,83.7,8790
DE-Rap,Rappbode,84.7,4150
DE-Rap,Rappbode,85.6,10
