SITE_ID,SITE_NAME,TIMESTAMP,DEPTH,WTEMP
US_GRN,Green,20040518,0.5,11.5
US_GRN,Green,20040518,1,11.4
US_GRN,Green,20040518,2,11.4
US_GRN,Green,20040518,3,11.3
US_GRN,Green,20040518,4,11.2
US_GRN,Green,20040518,5,11.1
US_GRN,Green,20040518,6,11
US_GRN,Green,20040518,7,11
US_GRN,Green,20040518,8,10.5
US_GRN,Green,20040518,9,9.6
US_GRN,Green,20040518,10,9.3
US_GRN,Green,20040518,11,9.1
US_GRN,Green,20040518,12,8.9
US_GRN,Green,20040518,13,8.9
US_GRN,Green,20040518,14,8.8
US_GRN,Green,20040518,15,8.8
US_GRN,Green,20040518,16,8.7
US_GRN,Green,20040518,17,8.6
US_GRN,Green,20040518,18,8.5
US_GRN,Green,20040518,19,8.5
US_GRN,Green,20040518,20,8.5
US_GRN,Green,20040518,21,8.4
US_GRN,Green,20040518,22,8.4
US_GRN,Green,20040518,23,7.9
US_GRN,Green,20040518,24,7.6
US_GRN,Green,20040518,25,7.3
US_GRN,Green,20040518,26,6.8
US_GRN,Green,20040518,27,6.6
US_GRN,Green,20040518,28,6.5
US_GRN,Green,20040518,29,6.4
US_GRN,Green,20040518,30,6.4
US_GRN,Green,20040518,31,6.4
US_GRN,Green,20040518,32,6.4
US_GRN,Green,20040518,33,6.3
US_GRN,Green,20040518,34,6.3
US_GRN,Green,20040518,35,6.2
US_GRN,Green,20040518,36,6.2
US_GRN,Green,20040518,37,6.2
US_GRN,Green,20040518,38,6.1
US_GRN,Green,20040518,39,6.1
US_GRN,Green,20040518,40,6
US_GRN,Green,20040518,41,6
US_GRN,Green,20040518,42,6
US_GRN,Green,20040518,43,5.9
US_GRN,Green,20040518,44,5.8
US_GRN,Green,20040518,45,5.8
US_GRN,Green,20040518,46,5.8
US_GRN,Green,20040518,47,5.8
US_GRN,Green,20040518,48,5.8
US_GRN,Green,20040518,49,5.8
US_GRN,Green,20040518,50,5.8
US_GRN,Green,20040518,51,5.7
US_GRN,Green,20040518,52,5.7
US_GRN,Green,20040518,53,5.7
US_GRN,Green,20040518,54,5.7
US_GRN,Green,20040518,55,5.6
US_GRN,Green,20040518,56,5.6
US_GRN,Green,20040518,57,5.6
US_GRN,Green,20040518,58,5.6
US_GRN,Green,20040518,59,5.6
US_GRN,Green,20040518,60,5.6
US_GRN,Green,20040518,61,5.5
US_GRN,Green,20040518,62,5.5
US_GRN,Green,20040518,63,5.4
US_GRN,Green,20040518,64,5.4
US_GRN,Green,20040518,65,5.4
US_GRN,Green,20040518,66,5.4
US_GRN,Green,20040518,67,5.3
US_GRN,Green,20040518,67.5,5.3
US_GRN,Green,20040518,68,5.3
US_GRN,Green,20040625,0.5,16.6
US_GRN,Green,20040625,1,16.6
US_GRN,Green,20040625,2,16.6
US_GRN,Green,20040625,3,16.5
US_GRN,Green,20040625,4,16.5
US_GRN,Green,20040625,5,16.5
US_GRN,Green,20040625,6,16.5
US_GRN,Green,20040625,7,16.4
US_GRN,Green,20040625,8,16.4
US_GRN,Green,20040625,9,13.9
US_GRN,Green,20040625,10,12.5
US_GRN,Green,20040625,11,11.7
US_GRN,Green,20040625,12,10.7
US_GRN,Green,20040625,13,9.5
US_GRN,Green,20040625,14,9.3
US_GRN,Green,20040625,15,9.2
US_GRN,Green,20040625,16,9.1
US_GRN,Green,20040625,17,8.5
US_GRN,Green,20040625,18,7.8
US_GRN,Green,20040625,19,7.7
US_GRN,Green,20040625,20,7.2
US_GRN,Green,20040625,21,7.2
US_GRN,Green,20040625,22,6.8
US_GRN,Green,20040625,23,6.7
US_GRN,Green,20040625,24,6.7
US_GRN,Green,20040625,25,6.6
US_GRN,Green,20040625,26,6.5
US_GRN,Green,20040625,27,6.4
US_GRN,Green,20040625,28,6.4
US_GRN,Green,20040625,29,6.4
US_GRN,Green,20040625,30,6.4
US_GRN,Green,20040625,31,6.3
US_GRN,Green,20040625,32,6.3
US_GRN,Green,20040625,33,6.2
US_GRN,Green,20040625,34,6.2
US_GRN,Green,20040625,35,6.2
US_GRN,Green,20040625,36,6.2
US_GRN,Green,20040625,37,6.1
US_GRN,Green,20040625,38,6.2
US_GRN,Green,20040625,39,6.2
US_GRN,Green,20040625,40,6.2
US_GRN,Green,20040625,41,6.1
US_GRN,Green,20040625,42,6.2
US_GRN,Green,20040625,43,6.2
US_GRN,Green,20040625,44,6.1
US_GRN,Green,20040625,45,6
US_GRN,Green,20040625,47,6
US_GRN,Green,20040625,48,6
US_GRN,Green,20040625,49,5.9
US_GRN,Green,20040625,50,5.9
US_GRN,Green,20040625,51,5.9
US_GRN,Green,20040625,52,5.9
US_GRN,Green,20040625,53,5.8
US_GRN,Green,20040625,54,5.8
US_GRN,Green,20040625,55,5.7
US_GRN,Green,20040625,57,5.7
US_GRN,Green,20040625,58,5.6
US_GRN,Green,20040625,59,5.6
US_GRN,Green,20040625,60,5.6
US_GRN,Green,20040625,61,5.6
US_GRN,Green,20040625,62,5.6
US_GRN,Green,20040625,63,5.6
US_GRN,Green,20040625,64,5.6
US_GRN,Green,20040625,65,5.6
US_GRN,Green,20040625,66,5.5
US_GRN,Green,20040625,67,5.5
US_GRN,Green,20040723,0.5,23.5
US_GRN,Green,20040723,1,23.5
US_GRN,Green,20040723,2,23.4
US_GRN,Green,20040723,3,23.3
US_GRN,Green,20040723,4,23.3
US_GRN,Green,20040723,5,23.3
US_GRN,Green,20040723,6,23.1
US_GRN,Green,20040723,7,22.1
US_GRN,Green,20040723,8,20.4
US_GRN,Green,20040723,9,18.6
US_GRN,Green,20040723,10,16.8
US_GRN,Green,20040723,11,14.1
US_GRN,Green,20040723,12,12.6
US_GRN,Green,20040723,13,11.9
US_GRN,Green,20040723,14,10.7
US_GRN,Green,20040723,15,9.5
US_GRN,Green,20040723,16,9.1
US_GRN,Green,20040723,17,8.8
US_GRN,Green,20040723,18,8.4
US_GRN,Green,20040723,19,8
US_GRN,Green,20040723,20,7.8
US_GRN,Green,20040723,21,7.5
US_GRN,Green,20040723,22,7
US_GRN,Green,20040723,23,6.9
US_GRN,Green,20040723,24,6.8
US_GRN,Green,20040723,25,6.7
US_GRN,Green,20040723,26,6.7
US_GRN,Green,20040723,27,6.6
US_GRN,Green,20040723,28,6.5
US_GRN,Green,20040723,29,6.4
US_GRN,Green,20040723,30,6.4
US_GRN,Green,20040723,31,6.3
US_GRN,Green,20040723,32,6.3
US_GRN,Green,20040723,33,6.2
US_GRN,Green,20040723,34,6.1
US_GRN,Green,20040723,35,6.1
US_GRN,Green,20040723,36,6
US_GRN,Green,20040723,37,6
US_GRN,Green,20040723,38,6
US_GRN,Green,20040723,39,6
US_GRN,Green,20040723,40,5.9
US_GRN,Green,20040723,41,5.9
US_GRN,Green,20040723,42,5.9
US_GRN,Green,20040723,43,5.9
US_GRN,Green,20040723,44,5.9
US_GRN,Green,20040723,45,5.9
US_GRN,Green,20040723,46,5.9
US_GRN,Green,20040723,47,5.8
US_GRN,Green,20040723,48,5.8
US_GRN,Green,20040723,49,5.8
US_GRN,Green,20040723,50,5.8
US_GRN,Green,20040723,51,5.8
US_GRN,Green,20040723,52,5.7
US_GRN,Green,20040723,53,5.7
US_GRN,Green,20040723,54,5.7
US_GRN,Green,20040723,55,5.7
US_GRN,Green,20040723,56,5.7
US_GRN,Green,20040723,57,5.7
US_GRN,Green,20040723,58,5.7
US_GRN,Green,20040723,59,5.7
US_GRN,Green,20040723,60,5.7
US_GRN,Green,20040723,61,5.7
US_GRN,Green,20040723,62,5.7
US_GRN,Green,20040723,63,5.6
US_GRN,Green,20040723,64,5.6
US_GRN,Green,20040723,65,5.6
US_GRN,Green,20040723,66,5.6
US_GRN,Green,20040723,67,5.6
US_GRN,Green,20040817,0.5,20.7
US_GRN,Green,20040817,1,20.7
US_GRN,Green,20040817,2,20.6
US_GRN,Green,20040817,3,20.5
US_GRN,Green,20040817,4,20.4
US_GRN,Green,20040817,5,20.3
US_GRN,Green,20040817,6,20.3
US_GRN,Green,20040817,7,20.2
US_GRN,Green,20040817,8,20.2
US_GRN,Green,20040817,9,19.6
US_GRN,Green,20040817,10,19.4
US_GRN,Green,20040817,11,18.3
US_GRN,Green,20040817,12,16.4
US_GRN,Green,20040817,13,12.8
US_GRN,Green,20040817,14,11.2
US_GRN,Green,20040817,15,10.7
US_GRN,Green,20040817,16,9.8
US_GRN,Green,20040817,17,9.2
US_GRN,Green,20040817,18,8.4
US_GRN,Green,20040817,19,8.1
US_GRN,Green,20040817,20,7.8
US_GRN,Green,20040817,21,7.6
