SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
FI-Kil,Kilpisjarvi,0,30830400
FI-Kil,Kilpisjarvi,1,30830400
FI-Kil,Kilpisjarvi,2,30216600
FI-Kil,Kilpisjarvi,3,29017800
FI-Kil,Kilpisjarvi,4,28188900
FI-Kil,Kilpisjarvi,5,27519300
FI-Kil,Kilpisjarvi,6,26573400
FI-Kil,Kilpisjarvi,7,25759800
FI-Kil,Kilpisjarvi,8,24979500
FI-Kil,Kilpisjarvi,9,24189300
FI-Kil,Kilpisjarvi,10,22362300
FI-Kil,Kilpisjarvi,11,21463200
FI-Kil,Kilpisjarvi,12,20715300
FI-Kil,Kilpisjarvi,13,19998000
FI-Kil,Kilpisjarvi,14,19296900
FI-Kil,Kilpisjarvi,15,17546400
FI-Kil,Kilpisjarvi,16,16526700
FI-Kil,Kilpisjarvi,17,15805800
FI-Kil,Kilpisjarvi,18,15120900
FI-Kil,Kilpisjarvi,19,14468400
FI-Kil,Kilpisjarvi,20,13199400
FI-Kil,Kilpisjarvi,21,12651300
FI-Kil,Kilpisjarvi,22,12214800
FI-Kil,Kilpisjarvi,23,11773800
FI-Kil,Kilpisjarvi,24,11333700
FI-Kil,Kilpisjarvi,25,10479600
FI-Kil,Kilpisjarvi,26,9905400
FI-Kil,Kilpisjarvi,27,9431100
FI-Kil,Kilpisjarvi,28,8960400
FI-Kil,Kilpisjarvi,29,8479800
FI-Kil,Kilpisjarvi,30,7553700
FI-Kil,Kilpisjarvi,31,6940800
FI-Kil,Kilpisjarvi,32,6427800
FI-Kil,Kilpisjarvi,33,5928300
FI-Kil,Kilpisjarvi,34,5418900
FI-Kil,Kilpisjarvi,35,3847500
FI-Kil,Kilpisjarvi,36,3414600
FI-Kil,Kilpisjarvi,37,3058200
FI-Kil,Kilpisjarvi,38,2713500
FI-Kil,Kilpisjarvi,39,2373300
FI-Kil,Kilpisjarvi,40,1326600
FI-Kil,Kilpisjarvi,41,1070100
FI-Kil,Kilpisjarvi,42,918900
FI-Kil,Kilpisjarvi,43,781200
FI-Kil,Kilpisjarvi,44,650700
