SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
US-Fal,FallingCreek,0,119880.9164
US-Fal,FallingCreek,0.4,111302.1604
US-Fal,FallingCreek,0.7,103030.4489
US-Fal,FallingCreek,1.3,85430.25429
US-Fal,FallingCreek,1.6,76424.14457
US-Fal,FallingCreek,1.9,68146.39437
US-Fal,FallingCreek,2.3,59666.85885
US-Fal,FallingCreek,2.6,51179.89109
US-Fal,FallingCreek,2.9,42851.13714
US-Fal,FallingCreek,3.2,36269.3312
US-Fal,FallingCreek,3.5,31155.95008
US-Fal,FallingCreek,3.8,28442.99667
US-Fal,FallingCreek,4.1,25790.70893
US-Fal,FallingCreek,4.4,22583.13995
US-Fal,FallingCreek,4.7,19631.05422
US-Fal,FallingCreek,5.3,14484.22802
US-Fal,FallingCreek,5.6,12399.67051
US-Fal,FallingCreek,5.9,10811.30792
US-Fal,FallingCreek,6.2,9469.324081
US-Fal,FallingCreek,6.5,8228.697419
US-Fal,FallingCreek,6.8,6929.077352
US-Fal,FallingCreek,7.1,5637.911458
US-Fal,FallingCreek,7.4,4358.358439
US-Fal,FallingCreek,7.7,3239.620513
US-Fal,FallingCreek,8.3,1201.23579
US-Fal,FallingCreek,8.7,494.615572
US-Fal,FallingCreek,9,61.408883
US-Fal,FallingCreek,9.3,0
