SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
US-Oka,Okauchee,0,4632223
US-Oka,Okauchee,1,4460554.43094324
US-Oka,Okauchee,2,4289090.06670069
US-Oka,Okauchee,3,4120234.23613167
US-Oka,Okauchee,4,3951377.43089721
US-Oka,Okauchee,5,3782512.98259671
US-Oka,Okauchee,6,3613648.53429621
US-Oka,Okauchee,7,3444784.08599571
US-Oka,Okauchee,8,3275919.63769521
US-Oka,Okauchee,9,3107055.18939471
US-Oka,Okauchee,10,2938192.76539933
US-Oka,Okauchee,11,2769336.93483031
US-Oka,Okauchee,12,2600478.73093804
US-Oka,Okauchee,13,2431614.28263754
US-Oka,Okauchee,14,2262749.83433704
US-Oka,Okauchee,15,2093885.38603654
US-Oka,Okauchee,16,1925024.01081909
US-Oka,Okauchee,17,1756168.18025006
US-Oka,Okauchee,18,1587308.92757987
US-Oka,Okauchee,19,1418444.47927937
US-Oka,Okauchee,20,1249580.03097886
US-Oka,Okauchee,21,1080715.58267837
US-Oka,Okauchee,22,911851.134377867
US-Oka,Okauchee,23,742986.686077368
US-Oka,Okauchee,24,574126.709517732
US-Oka,Okauchee,25,405270.878948709
US-Oka,Okauchee,26,236410.227620698
US-Oka,Okauchee,27,67545.7793201993
US-Oka,Okauchee,28,0
