SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
AU-MtB,MtBold,0.922,3218765.185
AU-MtB,MtBold,1.422,3062689.189
AU-MtB,MtBold,1.922,2948584.346
AU-MtB,MtBold,2.422,2856563.341
AU-MtB,MtBold,2.922,2775227.727
AU-MtB,MtBold,3.422,2695274.346
AU-MtB,MtBold,3.922,2618577.774
AU-MtB,MtBold,4.422,2548799.723
AU-MtB,MtBold,4.922,2483161.413
AU-MtB,MtBold,5.422,2418261.986
AU-MtB,MtBold,5.922,2355142.632
AU-MtB,MtBold,6.422,2294479.109
AU-MtB,MtBold,6.922,2235491.625
AU-MtB,MtBold,7.422,2178569.428
AU-MtB,MtBold,7.922,2124045.899
AU-MtB,MtBold,8.422,2070122.308
AU-MtB,MtBold,8.922,2016899.936
AU-MtB,MtBold,9.422,1964052.526
AU-MtB,MtBold,9.922,1911627.137
AU-MtB,MtBold,10.422,1860803.299
AU-MtB,MtBold,10.922,1810233.183
AU-MtB,MtBold,11.422,1758164.123
AU-MtB,MtBold,11.922,1705668.625
AU-MtB,MtBold,12.422,1653867.296
AU-MtB,MtBold,12.922,1602452.202
AU-MtB,MtBold,13.422,1552586.343
AU-MtB,MtBold,13.922,1506947.724
AU-MtB,MtBold,14.422,1462163.528
AU-MtB,MtBold,14.922,1416977.858
AU-MtB,MtBold,15.422,1371157.459
AU-MtB,MtBold,15.922,1324520.552
AU-MtB,MtBold,16.422,1280354.086
AU-MtB,MtBold,16.922,1235471.98
AU-MtB,MtBold,17.422,1189839.092
AU-MtB,MtBold,17.922,1144945.277
AU-MtB,MtBold,18.422,1100162.711
AU-MtB,MtBold,18.922,1055617.542
AU-MtB,MtBold,19.422,1010464.251
AU-MtB,MtBold,19.922,968025.2338
AU-MtB,MtBold,20.422,928197.4869
AU-MtB,MtBold,20.922,888880.5988
AU-MtB,MtBold,21.422,849340.9565
AU-MtB,MtBold,21.922,808597.2341
AU-MtB,MtBold,22.422,770251.1825
AU-MtB,MtBold,22.922,734939.3963
AU-MtB,MtBold,23.422,698666.642
AU-MtB,MtBold,23.922,664572.5684
AU-MtB,MtBold,24.422,631906.7321
AU-MtB,MtBold,24.922,600545.756
AU-MtB,MtBold,25.422,569235.2606
AU-MtB,MtBold,25.922,540615.8967
AU-MtB,MtBold,26.422,511786.9066
AU-MtB,MtBold,26.922,483848.3321
AU-MtB,MtBold,27.422,453378.7446
AU-MtB,MtBold,27.922,425143.8354
AU-MtB,MtBold,28.422,395638.1714
AU-MtB,MtBold,28.922,366716.4099
AU-MtB,MtBold,29.422,343383.7889
AU-MtB,MtBold,29.922,323258.1189
AU-MtB,MtBold,30.422,302625.2377
AU-MtB,MtBold,30.922,282088.5216
AU-MtB,MtBold,31.422,266122.3233
AU-MtB,MtBold,31.922,247215.606
AU-MtB,MtBold,32.422,228189.7894
AU-MtB,MtBold,32.922,212408.4322
AU-MtB,MtBold,33.422,194905.0745
AU-MtB,MtBold,33.922,178049.2687
AU-MtB,MtBold,34.422,164826.9421
AU-MtB,MtBold,34.922,152577.9386
AU-MtB,MtBold,35.422,140012.8172
AU-MtB,MtBold,35.922,129081.5062
AU-MtB,MtBold,36.422,118579.7529
AU-MtB,MtBold,36.922,107427.1823
AU-MtB,MtBold,37.422,97041.73478
AU-MtB,MtBold,37.922,88374.71127
AU-MtB,MtBold,38.422,79005.61478
AU-MtB,MtBold,38.922,70676.89161
AU-MtB,MtBold,39.422,63167.06514
AU-MtB,MtBold,39.922,54830.0637
AU-MtB,MtBold,40.422,46688.43644
AU-MtB,MtBold,40.922,33551.01933
AU-MtB,MtBold,41.422,27720.4792
AU-MtB,MtBold,41.922,19417.24833
AU-MtB,MtBold,42.422,7818.792861
AU-MtB,MtBold,42.922,1394.577006
AU-MtB,MtBold,43.422,51.58026516
AU-MtB,MtBold,43.922,33.20416156
AU-MtB,MtBold,44.422,18.10702914
AU-MtB,MtBold,44.922,5.833110646
AU-MtB,MtBold,45.422,0
