SITE_ID,SITE_NAME,TIMESTAMP,DEPTH,WTEMP,ELEVATION_M
CZ-Zlu,Zlutice,20030226,0.3,1,504.69
CZ-Zlu,Zlutice,20030227,0.3,1,504.69
CZ-Zlu,Zlutice,20030228,0.3,1,504.69
CZ-Zlu,Zlutice,20030301,0.3,1,504.7
CZ-Zlu,Zlutice,20030302,0.3,1,504.83
CZ-Zlu,Zlutice,20030303,0.3,1,504.96
CZ-Zlu,Zlutice,20030304,0.3,1,505.21
CZ-Zlu,Zlutice,20030305,0.3,1,505.34
CZ-Zlu,Zlutice,20030306,0.3,1,505.39
CZ-Zlu,Zlutice,20030307,0.3,1,505.4
CZ-Zlu,Zlutice,20030308,0.3,1,505.37
CZ-Zlu,Zlutice,20030309,0.3,1,505.33
CZ-Zlu,Zlutice,20030310,0.3,1,505.3
CZ-Zlu,Zlutice,20030311,0.3,1,505.35
CZ-Zlu,Zlutice,20030312,0.3,1,505.41
CZ-Zlu,Zlutice,20030313,0.3,1,505.54
CZ-Zlu,Zlutice,20030314,0.3,1,505.71
CZ-Zlu,Zlutice,20030315,0.3,1,505.66
CZ-Zlu,Zlutice,20030316,0.3,1,505.61
CZ-Zlu,Zlutice,20030317,0.3,1,505.56
CZ-Zlu,Zlutice,20030318,0.3,1,505.56
CZ-Zlu,Zlutice,20030319,0.3,1,505.55
CZ-Zlu,Zlutice,20030320,0.3,1,505.58
CZ-Zlu,Zlutice,20030321,0.3,1,505.6
CZ-Zlu,Zlutice,20030322,0.3,1,505.62
CZ-Zlu,Zlutice,20030323,0.3,1.5,505.63
CZ-Zlu,Zlutice,20030324,0.3,1.5,505.65
CZ-Zlu,Zlutice,20030325,0.3,1.5,505.67
CZ-Zlu,Zlutice,20030326,0.3,1.5,505.69
CZ-Zlu,Zlutice,20030327,0.3,1.5,505.73
CZ-Zlu,Zlutice,20030328,0.3,1.5,505.77
CZ-Zlu,Zlutice,20030329,0.3,1.5,505.81
CZ-Zlu,Zlutice,20030330,0.3,1.5,505.85
CZ-Zlu,Zlutice,20030331,0.3,5,505.89
CZ-Zlu,Zlutice,20030401,0.3,4.5,505.93
CZ-Zlu,Zlutice,20030402,0.3,4.5,505.97
CZ-Zlu,Zlutice,20030403,0.3,4.5,506.01
CZ-Zlu,Zlutice,20030404,0.3,4.5,506.04
CZ-Zlu,Zlutice,20030405,0.3,4.5,506.1
CZ-Zlu,Zlutice,20030406,0.3,4.5,506.16
CZ-Zlu,Zlutice,20030407,0.3,4.5,506.22
CZ-Zlu,Zlutice,20030408,0.3,4,506.22
CZ-Zlu,Zlutice,20030409,0.3,4,506.22
CZ-Zlu,Zlutice,20030410,0.3,4.5,506.22
CZ-Zlu,Zlutice,20030411,0.3,5,506.23
CZ-Zlu,Zlutice,20030412,0.3,5,506.26
CZ-Zlu,Zlutice,20030413,0.3,5,506.28
CZ-Zlu,Zlutice,20030414,0.3,5.5,506.31
CZ-Zlu,Zlutice,20030415,0.3,5,506.33
CZ-Zlu,Zlutice,20030416,0.3,6,506.32
CZ-Zlu,Zlutice,20030417,0.3,6,506.34
CZ-Zlu,Zlutice,20030418,0.3,6,506.35
CZ-Zlu,Zlutice,20030419,0.3,6,506.39
CZ-Zlu,Zlutice,20030420,0.3,6,506.42
CZ-Zlu,Zlutice,20030421,0.3,6,506.46
CZ-Zlu,Zlutice,20030422,0.3,8,506.49
CZ-Zlu,Zlutice,20030423,0.3,9,506.51
CZ-Zlu,Zlutice,20030424,0.3,10,506.52
CZ-Zlu,Zlutice,20030425,0.3,10.5,506.54
CZ-Zlu,Zlutice,20030426,0.3,10.5,506.55
CZ-Zlu,Zlutice,20030427,0.3,10.5,506.55
CZ-Zlu,Zlutice,20030428,0.3,11.5,506.56
CZ-Zlu,Zlutice,20030429,0.3,11.5,506.57
CZ-Zlu,Zlutice,20030430,0.3,11.5,506.57
CZ-Zlu,Zlutice,20030501,0.3,14.1,506.58
CZ-Zlu,Zlutice,20030502,0.3,11.5,506.58
CZ-Zlu,Zlutice,20030503,0.3,15,506.57
CZ-Zlu,Zlutice,20030504,0.3,14.1,506.57
CZ-Zlu,Zlutice,20030505,0.3,11.5,506.56
CZ-Zlu,Zlutice,20030506,0.3,13,506.56
CZ-Zlu,Zlutice,20030507,0.3,15,506.56
CZ-Zlu,Zlutice,20030508,0.3,16.7,506.56
CZ-Zlu,Zlutice,20030509,0.3,17.1,506.56
CZ-Zlu,Zlutice,20030510,0.3,17.6,506.56
CZ-Zlu,Zlutice,20030511,0.3,17.6,506.56
CZ-Zlu,Zlutice,20030512,0.3,17.5,506.56
CZ-Zlu,Zlutice,20030513,0.3,17.5,506.56
CZ-Zlu,Zlutice,20030514,0.3,16.5,506.56
CZ-Zlu,Zlutice,20030515,0.3,15.5,506.55
CZ-Zlu,Zlutice,20030516,0.3,15,506.55
CZ-Zlu,Zlutice,20030517,0.3,15.7,506.55
CZ-Zlu,Zlutice,20030518,0.3,16.2,506.54
CZ-Zlu,Zlutice,20030519,0.3,15,506.54
CZ-Zlu,Zlutice,20030520,0.3,15,506.55
CZ-Zlu,Zlutice,20030521,0.3,15,506.57
CZ-Zlu,Zlutice,20030522,0.3,15,506.57
CZ-Zlu,Zlutice,20030523,0.3,15,506.57
CZ-Zlu,Zlutice,20030524,0.3,16.7,506.59
CZ-Zlu,Zlutice,20030525,0.3,17.1,506.61
CZ-Zlu,Zlutice,20030526,0.3,17,506.63
CZ-Zlu,Zlutice,20030527,0.3,16.5,506.69
CZ-Zlu,Zlutice,20030528,0.3,16.5,506.71
CZ-Zlu,Zlutice,20030529,0.3,16.5,506.72
CZ-Zlu,Zlutice,20030530,0.3,17,506.72
CZ-Zlu,Zlutice,20030531,0.3,19.6,506.72
CZ-Zlu,Zlutice,20030601,0.3,19.8,506.72
CZ-Zlu,Zlutice,20030602,0.3,18.5,506.73
CZ-Zlu,Zlutice,20030603,0.3,19.5,506.72
CZ-Zlu,Zlutice,20030604,0.3,20,506.71
CZ-Zlu,Zlutice,20030605,0.3,21,506.69
CZ-Zlu,Zlutice,20030606,0.3,21.5,506.68
CZ-Zlu,Zlutice,20030607,0.3,22.5,506.66
CZ-Zlu,Zlutice,20030608,0.3,22.8,506.65
CZ-Zlu,Zlutice,20030609,0.3,22,506.63
CZ-Zlu,Zlutice,20030610,0.3,22,506.61
CZ-Zlu,Zlutice,20030611,0.3,22.5,506.59
CZ-Zlu,Zlutice,20030612,0.3,22.5,506.55
CZ-Zlu,Zlutice,20030613,0.3,23,506.53
CZ-Zlu,Zlutice,20030614,0.3,23.3,506.51
CZ-Zlu,Zlutice,20030615,0.3,23.3,506.49
CZ-Zlu,Zlutice,20030616,0.3,22,506.47
CZ-Zlu,Zlutice,20030617,0.3,22,506.45
CZ-Zlu,Zlutice,20030618,0.3,21.5,506.42
CZ-Zlu,Zlutice,20030619,0.3,21.5,506.41
CZ-Zlu,Zlutice,20030620,0.3,21,506.37
CZ-Zlu,Zlutice,20030621,0.3,21.6,506.35
CZ-Zlu,Zlutice,20030622,0.3,20.6,506.33
CZ-Zlu,Zlutice,20030623,0.3,20.5,506.31
CZ-Zlu,Zlutice,20030624,0.3,21.5,506.27
CZ-Zlu,Zlutice,20030625,0.3,21.5,506.23
CZ-Zlu,Zlutice,20030626,0.3,21,506.2
CZ-Zlu,Zlutice,20030627,0.3,21,506.18
CZ-Zlu,Zlutice,20030628,0.3,21.6,506.14
CZ-Zlu,Zlutice,20030629,0.3,21.6,506.11
CZ-Zlu,Zlutice,20030630,0.3,22.5,506.07
CZ-Zlu,Zlutice,20030701,0.3,22.5,506.04
CZ-Zlu,Zlutice,20030702,0.3,21.5,506.02
CZ-Zlu,Zlutice,20030703,0.3,20.5,505.99
CZ-Zlu,Zlutice,20030704,0.3,20.5,505.97
CZ-Zlu,Zlutice,20030705,0.3,20.4,505.94
CZ-Zlu,Zlutice,20030706,0.3,20,505.91
CZ-Zlu,Zlutice,20030707,0.3,19,505.88
CZ-Zlu,Zlutice,20030708,0.3,19.5,505.85
CZ-Zlu,Zlutice,20030709,0.3,20,505.82
CZ-Zlu,Zlutice,20030710,0.3,19.5,505.79
CZ-Zlu,Zlutice,20030711,0.3,20,505.75
CZ-Zlu,Zlutice,20030712,0.3,20.6,505.71
CZ-Zlu,Zlutice,20030713,0.3,19.6,505.67
CZ-Zlu,Zlutice,20030714,0.3,20,505.63
CZ-Zlu,Zlutice,20030715,0.3,20,505.6
CZ-Zlu,Zlutice,20030716,0.3,20,505.56
CZ-Zlu,Zlutice,20030717,0.3,21,505.52
CZ-Zlu,Zlutice,20030718,0.3,21.5,505.49
CZ-Zlu,Zlutice,20030719,0.3,21.3,505.45
CZ-Zlu,Zlutice,20030720,0.3,21.4,505.42
CZ-Zlu,Zlutice,20030721,0.3,21.5,505.38
CZ-Zlu,Zlutice,20030722,0.3,22.5,505.35
CZ-Zlu,Zlutice,20030723,0.3,23,505.33
CZ-Zlu,Zlutice,20030724,0.3,22.5,505.37
CZ-Zlu,Zlutice,20030725,0.3,22.5,505.37
CZ-Zlu,Zlutice,20030726,0.3,21.4,505.35
CZ-Zlu,Zlutice,20030727,0.3,22.1,505.33
CZ-Zlu,Zlutice,20030728,0.3,22.5,505.31
CZ-Zlu,Zlutice,20030729,0.3,22.5,505.31
CZ-Zlu,Zlutice,20030730,0.3,22,505.27
CZ-Zlu,Zlutice,20030731,0.3,21.5,505.24
CZ-Zlu,Zlutice,20030801,0.3,21.5,505.19
CZ-Zlu,Zlutice,20030802,0.3,21.3,505.16
CZ-Zlu,Zlutice,20030803,0.3,22.7,505.13
CZ-Zlu,Zlutice,20030804,0.3,23.5,505.1
CZ-Zlu,Zlutice,20030805,0.3,24,505.06
CZ-Zlu,Zlutice,20030806,0.3,23,505.03
CZ-Zlu,Zlutice,20030807,0.3,23,504.99
CZ-Zlu,Zlutice,20030808,0.3,24,504.95
CZ-Zlu,Zlutice,20030809,0.3,22.5,504.91
CZ-Zlu,Zlutice,20030810,0.3,22.5,504.88
CZ-Zlu,Zlutice,20030811,0.3,23,504.84
CZ-Zlu,Zlutice,20030812,0.3,22.5,504.8
CZ-Zlu,Zlutice,20030813,0.3,23,504.76
CZ-Zlu,Zlutice,20030814,0.3,23.5,504.71
CZ-Zlu,Zlutice,20030815,0.3,23,504.67
CZ-Zlu,Zlutice,20030816,0.3,22.1,504.63
CZ-Zlu,Zlutice,20030817,0.3,22,504.59
CZ-Zlu,Zlutice,20030818,0.3,22,504.55
CZ-Zlu,Zlutice,20030819,0.3,22.5,504.51
CZ-Zlu,Zlutice,20030820,0.3,20.5,504.47
CZ-Zlu,Zlutice,20030821,0.3,22,504.43
CZ-Zlu,Zlutice,20030822,0.3,22,504.39
CZ-Zlu,Zlutice,20030823,0.3,21.8,504.35
CZ-Zlu,Zlutice,20030824,0.3,21.9,504.31
CZ-Zlu,Zlutice,20030825,0.3,21.5,504.27
CZ-Zlu,Zlutice,20030826,0.3,20.5,504.24
CZ-Zlu,Zlutice,20030827,0.3,21,504.21
CZ-Zlu,Zlutice,20030828,0.3,20.5,504.18
CZ-Zlu,Zlutice,20030829,0.3,20.5,504.15
CZ-Zlu,Zlutice,20030830,0.3,20.8,504.13
CZ-Zlu,Zlutice,20030831,0.3,20.2,504.11
CZ-Zlu,Zlutice,20030901,0.3,19,504.09
CZ-Zlu,Zlutice,20030902,0.3,19,504.07
CZ-Zlu,Zlutice,20030903,0.3,18,504.04
CZ-Zlu,Zlutice,20030904,0.3,17.5,504.01
CZ-Zlu,Zlutice,20030905,0.3,17.5,503.98
CZ-Zlu,Zlutice,20030906,0.3,17.1,503.95
CZ-Zlu,Zlutice,20030907,0.3,17.2,503.93
CZ-Zlu,Zlutice,20030908,0.3,17,503.9
CZ-Zlu,Zlutice,20030909,0.3,17.5,503.87
CZ-Zlu,Zlutice,20030910,0.3,17,503.84
CZ-Zlu,Zlutice,20030911,0.3,17,503.82
CZ-Zlu,Zlutice,20030912,0.3,16.5,503.8
CZ-Zlu,Zlutice,20030913,0.3,16.4,503.71
CZ-Zlu,Zlutice,20030914,0.3,16.1,503.63
CZ-Zlu,Zlutice,20030915,0.3,15.5,503.55
CZ-Zlu,Zlutice,20030916,0.3,15.5,503.54
CZ-Zlu,Zlutice,20030917,0.3,16,503.52
CZ-Zlu,Zlutice,20030918,0.3,16.5,503.51
CZ-Zlu,Zlutice,20030919,0.3,16.5,503.5
CZ-Zlu,Zlutice,20030920,0.3,15.5,503.48
CZ-Zlu,Zlutice,20030921,0.3,15.4,503.45
CZ-Zlu,Zlutice,20030922,0.3,17,503.43
CZ-Zlu,Zlutice,20030923,0.3,16.5,503.4
CZ-Zlu,Zlutice,20030924,0.3,16,503.38
CZ-Zlu,Zlutice,20030925,0.3,15.5,503.35
CZ-Zlu,Zlutice,20030926,0.3,15,503.32
CZ-Zlu,Zlutice,20030927,0.3,14.9,503.29
CZ-Zlu,Zlutice,20030928,0.3,14.9,503.27
CZ-Zlu,Zlutice,20030929,0.3,15,503.24
CZ-Zlu,Zlutice,20030930,0.3,15,503.21
CZ-Zlu,Zlutice,20031001,0.3,14.5,503.18
CZ-Zlu,Zlutice,20031002,0.3,14.5,503.16
CZ-Zlu,Zlutice,20031003,0.3,14.5,503.13
CZ-Zlu,Zlutice,20031004,0.3,14.7,503.11
CZ-Zlu,Zlutice,20031005,0.3,14.6,503.09
CZ-Zlu,Zlutice,20031006,0.3,14,503.07
CZ-Zlu,Zlutice,20031007,0.3,13.5,503.04
CZ-Zlu,Zlutice,20031008,0.3,13,503.02
CZ-Zlu,Zlutice,20031009,0.3,13,503.01
CZ-Zlu,Zlutice,20031010,0.3,12.5,503.02
CZ-Zlu,Zlutice,20031011,0.3,11.6,503.02
CZ-Zlu,Zlutice,20031012,0.3,11.6,503.03
CZ-Zlu,Zlutice,20031013,0.3,11.5,503.03
CZ-Zlu,Zlutice,20031014,0.3,11.5,503.03
CZ-Zlu,Zlutice,20031015,0.3,11,503.03
CZ-Zlu,Zlutice,20031016,0.3,11,503.04
CZ-Zlu,Zlutice,20031017,0.3,11,503.03
CZ-Zlu,Zlutice,20031018,0.3,10.5,503.01
CZ-Zlu,Zlutice,20031019,0.3,10.5,503
CZ-Zlu,Zlutice,20031020,0.3,10,502.98
CZ-Zlu,Zlutice,20031021,0.3,10,502.99
CZ-Zlu,Zlutice,20031022,0.3,9.5,503
CZ-Zlu,Zlutice,20031023,0.3,9,503
CZ-Zlu,Zlutice,20031024,0.3,8.5,502.97
CZ-Zlu,Zlutice,20031025,0.3,8,502.95
CZ-Zlu,Zlutice,20031026,0.3,8,502.93
CZ-Zlu,Zlutice,20031027,0.3,8,502.91
CZ-Zlu,Zlutice,20031028,0.3,8,502.89
CZ-Zlu,Zlutice,20031029,0.3,7,502.87
CZ-Zlu,Zlutice,20031030,0.3,7,502.85
CZ-Zlu,Zlutice,20031031,0.3,7,502.84
CZ-Zlu,Zlutice,20031101,0.3,7,502.83
CZ-Zlu,Zlutice,20031102,0.3,7,502.83
CZ-Zlu,Zlutice,20031103,0.3,6.5,502.81
CZ-Zlu,Zlutice,20031104,0.3,6.5,502.79
CZ-Zlu,Zlutice,20031105,0.3,6.5,502.77
CZ-Zlu,Zlutice,20031106,0.3,6.5,502.75
CZ-Zlu,Zlutice,20031107,0.3,6,502.73
CZ-Zlu,Zlutice,20031108,0.3,6,502.71
CZ-Zlu,Zlutice,20031109,0.3,6,502.69
CZ-Zlu,Zlutice,20031110,0.3,6,502.67
CZ-Zlu,Zlutice,20031111,0.3,5.5,502.65
CZ-Zlu,Zlutice,20031112,0.3,5.5,502.63
CZ-Zlu,Zlutice,20031113,0.3,5.5,502.61
CZ-Zlu,Zlutice,20031114,0.3,5.5,502.59
CZ-Zlu,Zlutice,20031115,0.3,5.5,502.57
CZ-Zlu,Zlutice,20031116,0.3,5.5,502.55
CZ-Zlu,Zlutice,20031117,0.3,5.5,502.53
CZ-Zlu,Zlutice,20031118,0.3,5,502.51
CZ-Zlu,Zlutice,20031119,0.3,5,502.49
CZ-Zlu,Zlutice,20031120,0.3,5,502.47
CZ-Zlu,Zlutice,20031121,0.3,5,502.45
CZ-Zlu,Zlutice,20031122,0.3,5,502.43
CZ-Zlu,Zlutice,20031123,0.3,5,502.41
CZ-Zlu,Zlutice,20031124,0.3,5,502.39
CZ-Zlu,Zlutice,20031125,0.3,5,502.37
CZ-Zlu,Zlutice,20031126,0.3,5,502.36
CZ-Zlu,Zlutice,20031127,0.3,5,502.34
CZ-Zlu,Zlutice,20031128,0.3,5.5,502.31
CZ-Zlu,Zlutice,20031129,0.3,5,502.3
CZ-Zlu,Zlutice,20031130,0.3,5,502.28
CZ-Zlu,Zlutice,20031201,0.3,5,502.27
CZ-Zlu,Zlutice,20031202,0.3,5,502.26
CZ-Zlu,Zlutice,20031203,0.3,5,502.25
CZ-Zlu,Zlutice,20031204,0.3,5,502.23
CZ-Zlu,Zlutice,20031205,0.3,5,502.21
CZ-Zlu,Zlutice,20031206,0.3,5,502.19
CZ-Zlu,Zlutice,20031207,0.3,4.5,502.18
CZ-Zlu,Zlutice,20031208,0.3,4,502.16
CZ-Zlu,Zlutice,20031209,0.3,3.5,502.14
CZ-Zlu,Zlutice,20031210,0.3,4,502.12
CZ-Zlu,Zlutice,20031211,0.3,3,502.1
CZ-Zlu,Zlutice,20031212,0.3,3,502.08
CZ-Zlu,Zlutice,20031213,0.3,3,502.06
CZ-Zlu,Zlutice,20031214,0.3,3,502.05
CZ-Zlu,Zlutice,20031215,0.3,3,502.03
CZ-Zlu,Zlutice,20031216,0.3,2.5,502.08
CZ-Zlu,Zlutice,20031217,0.3,2.5,502.09
CZ-Zlu,Zlutice,20031218,0.3,2.5,502.09
CZ-Zlu,Zlutice,20031219,0.3,2,502.08
CZ-Zlu,Zlutice,20031220,0.3,2,502.07
CZ-Zlu,Zlutice,20031221,0.3,2,502.07
CZ-Zlu,Zlutice,20031222,0.3,2,502.06
CZ-Zlu,Zlutice,20031223,0.3,2,502.07
CZ-Zlu,Zlutice,20031224,0.3,2,502.05
CZ-Zlu,Zlutice,20031225,0.3,2,502.04
CZ-Zlu,Zlutice,20031226,0.3,1,502.02
CZ-Zlu,Zlutice,20031227,0.3,1,502
CZ-Zlu,Zlutice,20031228,0.3,1,501.99
CZ-Zlu,Zlutice,20031229,0.3,1,501.97
CZ-Zlu,Zlutice,20031230,0.3,1,501.95
CZ-Zlu,Zlutice,20031231,0.3,1,501.94
CZ-Zlu,Zlutice,20040101,0.3,1,501.94
CZ-Zlu,Zlutice,20040102,0.3,1,501.95
CZ-Zlu,Zlutice,20040103,0.3,1,501.94
CZ-Zlu,Zlutice,20040104,0.3,1,501.93
CZ-Zlu,Zlutice,20040105,0.3,1,501.92
CZ-Zlu,Zlutice,20040106,0.3,1,501.91
CZ-Zlu,Zlutice,20040107,0.3,0,501.89
CZ-Zlu,Zlutice,20040108,0.3,0,501.86
CZ-Zlu,Zlutice,20040109,0.3,0,501.84
CZ-Zlu,Zlutice,20040110,0.3,0,501.83
CZ-Zlu,Zlutice,20040111,0.3,0,501.81
CZ-Zlu,Zlutice,20040112,0.3,0,501.8
CZ-Zlu,Zlutice,20040113,0.3,0,501.8
CZ-Zlu,Zlutice,20040114,0.3,0,501.83
CZ-Zlu,Zlutice,20040115,0.3,0,501.93
CZ-Zlu,Zlutice,20040116,0.3,0,502
CZ-Zlu,Zlutice,20040117,0.3,1,502.02
CZ-Zlu,Zlutice,20040118,0.3,1,502.05
CZ-Zlu,Zlutice,20040119,0.3,1,502.07
CZ-Zlu,Zlutice,20040120,0.3,1,502.08
CZ-Zlu,Zlutice,20040121,0.3,1.1,502.09
CZ-Zlu,Zlutice,20040122,0.3,0,502.1
CZ-Zlu,Zlutice,20040123,0.3,0,502.1
CZ-Zlu,Zlutice,20040124,0.3,0,502.09
CZ-Zlu,Zlutice,20040125,0.3,0,502.08
CZ-Zlu,Zlutice,20040126,0.3,0,502.07
CZ-Zlu,Zlutice,20040127,0.3,0,502.06
CZ-Zlu,Zlutice,20040128,0.3,0,502.07
CZ-Zlu,Zlutice,20040129,0.3,0,502.06
CZ-Zlu,Zlutice,20040130,0.3,0,502.05
CZ-Zlu,Zlutice,20040131,0.3,0,502.05
CZ-Zlu,Zlutice,20040201,0.3,0,502.04
CZ-Zlu,Zlutice,20040202,0.3,0,502.09
CZ-Zlu,Zlutice,20040203,0.3,1,502.55
CZ-Zlu,Zlutice,20040204,0.3,1,503.29
CZ-Zlu,Zlutice,20040205,0.3,1,503.73
CZ-Zlu,Zlutice,20040206,0.3,1,503.99
CZ-Zlu,Zlutice,20040207,0.3,1,504.14
CZ-Zlu,Zlutice,20040208,0.3,1,504.29
CZ-Zlu,Zlutice,20040209,0.3,1,504.44
CZ-Zlu,Zlutice,20040210,0.3,1,504.55
CZ-Zlu,Zlutice,20040211,0.3,1,504.63
CZ-Zlu,Zlutice,20040212,0.3,1,504.68
CZ-Zlu,Zlutice,20040213,0.3,1,504.68
CZ-Zlu,Zlutice,20040214,0.3,1,504.71
CZ-Zlu,Zlutice,20040215,0.3,1,504.75
CZ-Zlu,Zlutice,20040216,0.3,1.5,504.78
CZ-Zlu,Zlutice,20040217,0.3,1,504.83
CZ-Zlu,Zlutice,20040218,0.3,1,504.86
CZ-Zlu,Zlutice,20040219,0.3,1,504.88
CZ-Zlu,Zlutice,20040220,0.3,1,504.89
CZ-Zlu,Zlutice,20040221,0.3,1,504.88
CZ-Zlu,Zlutice,20040222,0.3,1,504.88
CZ-Zlu,Zlutice,20040223,0.3,1,504.87
CZ-Zlu,Zlutice,20040224,0.3,1,504.86
CZ-Zlu,Zlutice,20040225,0.3,1,504.85
CZ-Zlu,Zlutice,20040226,0.3,1,504.86
CZ-Zlu,Zlutice,20040227,0.3,1,504.86
CZ-Zlu,Zlutice,20040228,0.3,1,504.85
CZ-Zlu,Zlutice,20040229,0.3,1,504.85
CZ-Zlu,Zlutice,20040301,0.3,1,504.84
CZ-Zlu,Zlutice,20040302,0.3,1,504.83
CZ-Zlu,Zlutice,20040303,0.3,1,504.84
CZ-Zlu,Zlutice,20040304,0.3,1,504.86
CZ-Zlu,Zlutice,20040305,0.3,1,504.87
CZ-Zlu,Zlutice,20040306,0.3,1,504.88
CZ-Zlu,Zlutice,20040307,0.3,1,504.89
CZ-Zlu,Zlutice,20040308,0.3,1,504.9
CZ-Zlu,Zlutice,20040309,0.3,1,504.9
CZ-Zlu,Zlutice,20040310,0.3,1,504.92
CZ-Zlu,Zlutice,20040311,0.3,1,504.92
CZ-Zlu,Zlutice,20040312,0.3,1,504.93
CZ-Zlu,Zlutice,20040313,0.3,1,504.95
CZ-Zlu,Zlutice,20040314,0.3,1,504.96
CZ-Zlu,Zlutice,20040315,0.3,1,504.98
CZ-Zlu,Zlutice,20040316,0.3,1,505.05
CZ-Zlu,Zlutice,20040317,0.3,1,505.17
CZ-Zlu,Zlutice,20040318,0.3,1,505.29
CZ-Zlu,Zlutice,20040319,0.3,2,505.36
CZ-Zlu,Zlutice,20040320,0.3,2,505.43
CZ-Zlu,Zlutice,20040321,0.3,2,505.5
CZ-Zlu,Zlutice,20040322,0.3,3,505.57
CZ-Zlu,Zlutice,20040323,0.3,2.5,505.63
CZ-Zlu,Zlutice,20040324,0.3,4,505.68
CZ-Zlu,Zlutice,20040325,0.3,3.5,505.77
CZ-Zlu,Zlutice,20040326,0.3,3.5,505.84
CZ-Zlu,Zlutice,20040327,0.3,3.5,505.87
CZ-Zlu,Zlutice,20040328,0.3,3.5,505.89
CZ-Zlu,Zlutice,20040329,0.3,4,505.92
CZ-Zlu,Zlutice,20040330,0.3,2.5,505.94
CZ-Zlu,Zlutice,20040331,0.3,3,505.98
CZ-Zlu,Zlutice,20040401,0.3,4,506
CZ-Zlu,Zlutice,20040402,0.3,4.5,506.02
CZ-Zlu,Zlutice,20040403,0.3,4.5,506.03
CZ-Zlu,Zlutice,20040404,0.3,5,506.03
CZ-Zlu,Zlutice,20040405,0.3,6.5,506.04
CZ-Zlu,Zlutice,20040406,0.3,6.5,506.04
CZ-Zlu,Zlutice,20040407,0.3,6,506.05
CZ-Zlu,Zlutice,20040408,0.3,6.5,506.05
CZ-Zlu,Zlutice,20040409,0.3,6.5,506.05
CZ-Zlu,Zlutice,20040410,0.3,6.5,506.03
CZ-Zlu,Zlutice,20040411,0.3,6.5,506
CZ-Zlu,Zlutice,20040412,0.3,6.5,505.98
