SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
CZ-Rim,Rimov,0,2110400
CZ-Rim,Rimov,0.480000000000018,2066400
CZ-Rim,Rimov,1.48000000000002,1974500
CZ-Rim,Rimov,2.48000000000002,1897100
CZ-Rim,Rimov,3.48000000000002,1819700
CZ-Rim,Rimov,4.48000000000002,1738400
CZ-Rim,Rimov,6.48000000000002,1578400
CZ-Rim,Rimov,7.48000000000002,1499800
CZ-Rim,Rimov,8.48000000000002,1419700
CZ-Rim,Rimov,9.48000000000002,1339600
CZ-Rim,Rimov,10.48,1270200
CZ-Rim,Rimov,11.48,1200800
CZ-Rim,Rimov,12.48,1136300
CZ-Rim,Rimov,13.48,1071700
CZ-Rim,Rimov,14.48,1019200
CZ-Rim,Rimov,15.48,966700
CZ-Rim,Rimov,16.48,914900
CZ-Rim,Rimov,17.48,863200
CZ-Rim,Rimov,18.48,813300
CZ-Rim,Rimov,19.48,763500
CZ-Rim,Rimov,20.48,709800
CZ-Rim,Rimov,21.48,656100
CZ-Rim,Rimov,22.48,614500
CZ-Rim,Rimov,23.48,572900
CZ-Rim,Rimov,24.48,528400
CZ-Rim,Rimov,25.48,483900
CZ-Rim,Rimov,26.48,439800
CZ-Rim,Rimov,27.48,395700
CZ-Rim,Rimov,28.48,359900
CZ-Rim,Rimov,29.48,324200
CZ-Rim,Rimov,30.48,289400
CZ-Rim,Rimov,31.48,254600
CZ-Rim,Rimov,32.48,221700
CZ-Rim,Rimov,33.48,188900
CZ-Rim,Rimov,34.48,166500
CZ-Rim,Rimov,35.48,144100
CZ-Rim,Rimov,36.48,117600
CZ-Rim,Rimov,37.48,91200
CZ-Rim,Rimov,38.48,77300
CZ-Rim,Rimov,39.48,63400
CZ-Rim,Rimov,40.48,49500
CZ-Rim,Rimov,41.48,35600
CZ-Rim,Rimov,42.48,26800
CZ-Rim,Rimov,43.48,18000
CZ-Rim,Rimov,44.48,0
