SITE_ID,SITE_NAME,TIMESTAMP,DEPTH,WTEMP
NZ-Tar,Tarawera,160101,1,15.5414
NZ-Tar,Tarawera,160101,2,15.541
NZ-Tar,Tarawera,160101,3,15.5412
NZ-Tar,Tarawera,160101,4,15.5404
NZ-Tar,Tarawera,160101,5,15.5409
NZ-Tar,Tarawera,160101,6,15.5406
NZ-Tar,Tarawera,160101,7,15.5392
NZ-Tar,Tarawera,160101,8,15.5357
NZ-Tar,Tarawera,160101,9,15.5304
NZ-Tar,Tarawera,160101,10,15.5236
NZ-Tar,Tarawera,160101,11,15.5087
NZ-Tar,Tarawera,160101,12,15.4661
NZ-Tar,Tarawera,160101,13,15.4641
NZ-Tar,Tarawera,160101,14,15.4346
NZ-Tar,Tarawera,160101,15,15.3572
NZ-Tar,Tarawera,160101,16,15.3147
NZ-Tar,Tarawera,160101,17,15.2668
NZ-Tar,Tarawera,160101,18,14.6783
NZ-Tar,Tarawera,160101,19,13.6574
NZ-Tar,Tarawera,160101,20,12.8387
NZ-Tar,Tarawera,160101,21,12.5514
NZ-Tar,Tarawera,160101,22,12.4871
NZ-Tar,Tarawera,160101,23,12.4845
NZ-Tar,Tarawera,160101,24,12.4414
NZ-Tar,Tarawera,160101,25,12.3284
NZ-Tar,Tarawera,160101,26,12.2564
NZ-Tar,Tarawera,160101,27,12.1987
NZ-Tar,Tarawera,160101,28,11.9448
NZ-Tar,Tarawera,160101,29,11.7943
NZ-Tar,Tarawera,160101,30,11.6649
NZ-Tar,Tarawera,160101,31,11.5645
NZ-Tar,Tarawera,160101,32,11.5352
NZ-Tar,Tarawera,160101,33,11.5036
NZ-Tar,Tarawera,160101,34,11.4725
NZ-Tar,Tarawera,160101,35,11.4283
NZ-Tar,Tarawera,160101,36,11.4018
NZ-Tar,Tarawera,160101,37,11.3779
NZ-Tar,Tarawera,160101,38,11.3746
NZ-Tar,Tarawera,160101,39,11.3571
NZ-Tar,Tarawera,160101,40,11.3318
NZ-Tar,Tarawera,160101,41,11.3
NZ-Tar,Tarawera,160101,42,11.2914
NZ-Tar,Tarawera,160101,43,11.2852
NZ-Tar,Tarawera,160101,44,11.2729
NZ-Tar,Tarawera,160101,45,11.2675
NZ-Tar,Tarawera,160101,46,11.2636
NZ-Tar,Tarawera,160101,47,11.2612
NZ-Tar,Tarawera,160101,48,11.2549
NZ-Tar,Tarawera,160101,49,11.2434
NZ-Tar,Tarawera,160101,50,11.238
NZ-Tar,Tarawera,160101,51,11.234
NZ-Tar,Tarawera,160101,52,11.2228
NZ-Tar,Tarawera,160101,53,11.2208
NZ-Tar,Tarawera,160101,54,11.2146
NZ-Tar,Tarawera,160101,55,11.2117
NZ-Tar,Tarawera,160101,56,11.2103
NZ-Tar,Tarawera,160101,57,11.2058
NZ-Tar,Tarawera,160101,58,11.2021
NZ-Tar,Tarawera,160101,59,11.2018
NZ-Tar,Tarawera,160101,60,11.1979
NZ-Tar,Tarawera,160101,61,11.1936
NZ-Tar,Tarawera,160101,62,11.1898
NZ-Tar,Tarawera,160101,63,11.1839
NZ-Tar,Tarawera,160101,64,11.1823
NZ-Tar,Tarawera,160101,65,11.1776
NZ-Tar,Tarawera,160101,66,11.1763
NZ-Tar,Tarawera,160101,67,11.1734
NZ-Tar,Tarawera,160101,68,11.1697
NZ-Tar,Tarawera,160101,69,11.1684
NZ-Tar,Tarawera,160101,70,11.1631
NZ-Tar,Tarawera,160101,71,11.1576
NZ-Tar,Tarawera,160101,72,11.1532
NZ-Tar,Tarawera,160101,73,11.1486
NZ-Tar,Tarawera,160101,74,11.1441
NZ-Tar,Tarawera,160101,75,11.1407
NZ-Tar,Tarawera,160101,76,11.1408
NZ-Tar,Tarawera,160101,77,11.1374
NZ-Tar,Tarawera,160101,78,11.1399
NZ-Tar,Tarawera,160101,79,11.1363
NZ-Tar,Tarawera,160101,80,11.1352
NZ-Tar,Tarawera,160101,81,11.1361
NZ-Tar,Tarawera,160102,1,17.7901
NZ-Tar,Tarawera,160102,2,17.7854
NZ-Tar,Tarawera,160102,3,17.7698
NZ-Tar,Tarawera,160102,4,17.7652
NZ-Tar,Tarawera,160102,5,17.7644
NZ-Tar,Tarawera,160102,6,17.7599
NZ-Tar,Tarawera,160102,7,17.7531
NZ-Tar,Tarawera,160102,8,17.7453
