SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
US-Too,Toolik,0,1489515.25
US-Too,Toolik,1,1417009.76
US-Too,Toolik,2,1297368.07
US-Too,Toolik,3,1180883.92
US-Too,Toolik,4,1046153.79
US-Too,Toolik,5,908155.19
US-Too,Toolik,6,783952.79
US-Too,Toolik,7,668348.83
US-Too,Toolik,8,563945.13
US-Too,Toolik,9,472129.95
US-Too,Toolik,10,386009.69
US-Too,Toolik,11,328676.84
US-Too,Toolik,12,276429.67
US-Too,Toolik,13,227951.14
US-Too,Toolik,14,186518.29
US-Too,Toolik,15,146444.98
US-Too,Toolik,16,110846.58
US-Too,Toolik,17,83819.98
US-Too,Toolik,18,56592.74
US-Too,Toolik,19,33401.97
US-Too,Toolik,20,19945.55
US-Too,Toolik,21,11489.26
US-Too,Toolik,22,7415.33
US-Too,Toolik,23,4304.13
US-Too,Toolik,24,2495.59
US-Too,Toolik,25,95.45
US-Too,Toolik,26,95.45
