SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
US-Tro,Trout,0,160790000
US-Tro,Trout,1,153834719
US-Tro,Trout,2,146879437
US-Tro,Trout,3,139924156
US-Tro,Trout,4,134461433
US-Tro,Trout,5,129073965
US-Tro,Trout,6,123686496
US-Tro,Trout,7,118642627
US-Tro,Trout,8,113635246
US-Tro,Trout,9,108627865
US-Tro,Trout,10,102209984
US-Tro,Trout,11,95554823
US-Tro,Trout,12,88899662
US-Tro,Trout,13,83626068
US-Tro,Trout,14,78680767
US-Tro,Trout,15,73735467
US-Tro,Trout,16,69735361
US-Tro,Trout,17,66033739
US-Tro,Trout,18,62332116
US-Tro,Trout,19,58880174
US-Tro,Trout,20,55529227
US-Tro,Trout,21,52178281
US-Tro,Trout,22,48057700
US-Tro,Trout,23,43547666
US-Tro,Trout,24,39037632
US-Tro,Trout,25,34211344
US-Tro,Trout,26,29187912
US-Tro,Trout,27,24164479
US-Tro,Trout,28,20121341
US-Tro,Trout,29,16823779
US-Tro,Trout,30,13526217
US-Tro,Trout,31,10601827
US-Tro,Trout,32,8021902
US-Tro,Trout,33,5441978
