SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
CH-Low,LowerZurich,0,66600000
CH-Low,LowerZurich,5,61000000
CH-Low,LowerZurich,10,58300000
CH-Low,LowerZurich,15,54100000
CH-Low,LowerZurich,20,46700000
CH-Low,LowerZurich,25,33700000
CH-Low,LowerZurich,30,30300000
CH-Low,LowerZurich,35,28700000
CH-Low,LowerZurich,40,27200000
CH-Low,LowerZurich,45,25800000
CH-Low,LowerZurich,50,24700000
CH-Low,LowerZurich,55,23600000
CH-Low,LowerZurich,60,22300000
CH-Low,LowerZurich,65,20100000
CH-Low,LowerZurich,70,19900000
CH-Low,LowerZurich,75,19000000
CH-Low,LowerZurich,80,18200000
CH-Low,LowerZurich,85,17400000
CH-Low,LowerZurich,90,16600000
CH-Low,LowerZurich,95,15700000
CH-Low,LowerZurich,100,14800000
CH-Low,LowerZurich,105,13800000
CH-Low,LowerZurich,110,12600000
CH-Low,LowerZurich,115,11100000
CH-Low,LowerZurich,120,9000000
CH-Low,LowerZurich,125,6300000
CH-Low,LowerZurich,130,3400000
CH-Low,LowerZurich,135,500000
CH-Low,LowerZurich,136,0
