SITE_ID,SITE_NAME,TIMESTAMP_START,TIMESTAMP_END,DEPTH,WTEMP
EE-Vor,Vortsjarv,201712312350,201801010000,0.5,0.05
EE-Vor,Vortsjarv,201712312350,201801010000,3,0.33
EE-Vor,Vortsjarv,201801010000,201801010010,0.5,0.05
EE-Vor,Vortsjarv,201801010000,201801010010,3,0.28
EE-Vor,Vortsjarv,201801010010,201801010020,0.5,0.05
EE-Vor,Vortsjarv,201801010010,201801010020,3,0.28
EE-Vor,Vortsjarv,201801010020,201801010030,0.5,0.05
EE-Vor,Vortsjarv,201801010020,201801010030,3,0.27
EE-Vor,Vortsjarv,201801010030,201801010040,0.5,0.04
EE-Vor,Vortsjarv,201801010030,201801010040,3,0.27
EE-Vor,Vortsjarv,201801010040,201801010050,0.5,0.04
EE-Vor,Vortsjarv,201801010040,201801010050,3,0.26
EE-Vor,Vortsjarv,201801010050,201801010100,0.5,0.04
EE-Vor,Vortsjarv,201801010050,201801010100,3,0.26
EE-Vor,Vortsjarv,201801010100,201801010110,0.5,0.04
EE-Vor,Vortsjarv,201801010100,201801010110,3,0.25
EE-Vor,Vortsjarv,201801010110,201801010120,0.5,0.04
EE-Vor,Vortsjarv,201801010110,201801010120,3,0.25
EE-Vor,Vortsjarv,201801010120,201801010130,0.5,0.04
EE-Vor,Vortsjarv,201801010120,201801010130,3,0.24
EE-Vor,Vortsjarv,201801010130,201801010140,0.5,0.03
EE-Vor,Vortsjarv,201801010130,201801010140,3,0.24
EE-Vor,Vortsjarv,201801010140,201801010150,0.5,0.03
EE-Vor,Vortsjarv,201801010140,201801010150,3,0.24
EE-Vor,Vortsjarv,201801010150,201801010200,0.5,0.03
EE-Vor,Vortsjarv,201801010150,201801010200,3,0.23
EE-Vor,Vortsjarv,201801010200,201801010210,0.5,0.03
EE-Vor,Vortsjarv,201801010200,201801010210,3,0.23
EE-Vor,Vortsjarv,201801010210,201801010220,0.5,0.03
EE-Vor,Vortsjarv,201801010210,201801010220,3,0.22
EE-Vor,Vortsjarv,201801010220,201801010230,0.5,0.04
EE-Vor,Vortsjarv,201801010220,201801010230,3,0.23
EE-Vor,Vortsjarv,201801010230,201801010240,0.5,0.04
EE-Vor,Vortsjarv,201801010230,201801010240,3,0.25
EE-Vor,Vortsjarv,201801010240,201801010250,0.5,0.03
EE-Vor,Vortsjarv,201801010240,201801010250,3,0.25
EE-Vor,Vortsjarv,201801010250,201801010300,0.5,0.03
EE-Vor,Vortsjarv,201801010250,201801010300,3,0.23
EE-Vor,Vortsjarv,201801010300,201801010310,0.5,0.03
EE-Vor,Vortsjarv,201801010300,201801010310,3,0.25
EE-Vor,Vortsjarv,201801010310,201801010320,0.5,0.04
EE-Vor,Vortsjarv,201801010310,201801010320,3,0.25
EE-Vor,Vortsjarv,201801010320,201801010330,0.5,0.05
EE-Vor,Vortsjarv,201801010320,201801010330,3,0.26
EE-Vor,Vortsjarv,201801010330,201801010340,0.5,0.05
EE-Vor,Vortsjarv,201801010330,201801010340,3,0.26
EE-Vor,Vortsjarv,201801010340,201801010350,0.5,0.05
EE-Vor,Vortsjarv,201801010340,201801010350,3,0.26
EE-Vor,Vortsjarv,201801010350,201801010400,0.5,0.05
EE-Vor,Vortsjarv,201801010350,201801010400,3,0.27
EE-Vor,Vortsjarv,201801010400,201801010410,0.5,0.06
EE-Vor,Vortsjarv,201801010400,201801010410,3,0.27
EE-Vor,Vortsjarv,201801010410,201801010420,0.5,0.04
EE-Vor,Vortsjarv,201801010410,201801010420,3,0.26
EE-Vor,Vortsjarv,201801010420,201801010430,0.5,0.04
EE-Vor,Vortsjarv,201801010420,201801010430,3,0.26
EE-Vor,Vortsjarv,201801010430,201801010440,0.5,0.04
EE-Vor,Vortsjarv,201801010430,201801010440,3,0.25
EE-Vor,Vortsjarv,201801010440,201801010450,0.5,0.04
EE-Vor,Vortsjarv,201801010440,201801010450,3,0.23
EE-Vor,Vortsjarv,201801010450,201801010500,0.5,0.02
EE-Vor,Vortsjarv,201801010450,201801010500,3,0.25
EE-Vor,Vortsjarv,201801010500,201801010510,0.5,0
EE-Vor,Vortsjarv,201801010500,201801010510,3,0.22
EE-Vor,Vortsjarv,201801010510,201801010520,0.5,0.03
EE-Vor,Vortsjarv,201801010510,201801010520,3,0.25
EE-Vor,Vortsjarv,201801010520,201801010530,0.5,0.03
EE-Vor,Vortsjarv,201801010520,201801010530,3,0.25
EE-Vor,Vortsjarv,201801010530,201801010540,0.5,0.03
EE-Vor,Vortsjarv,201801010530,201801010540,3,0.23
EE-Vor,Vortsjarv,201801010540,201801010550,0.5,0
EE-Vor,Vortsjarv,201801010540,201801010550,3,0.23
EE-Vor,Vortsjarv,201801010550,201801010600,0.5,0.03
EE-Vor,Vortsjarv,201801010550,201801010600,3,0.23
EE-Vor,Vortsjarv,201801010600,201801010610,0.5,0.04
EE-Vor,Vortsjarv,201801010600,201801010610,3,0.23
EE-Vor,Vortsjarv,201801010610,201801010620,0.5,0.03
EE-Vor,Vortsjarv,201801010610,201801010620,3,0.25
EE-Vor,Vortsjarv,201801010620,201801010630,0.5,0
EE-Vor,Vortsjarv,201801010620,201801010630,3,0.23
EE-Vor,Vortsjarv,201801010630,201801010640,0.5,0.03
EE-Vor,Vortsjarv,201801010630,201801010640,3,0.23
EE-Vor,Vortsjarv,201801010640,201801010650,0.5,0
EE-Vor,Vortsjarv,201801010640,201801010650,3,0.23
EE-Vor,Vortsjarv,201801010650,201801010700,0.5,0.02
EE-Vor,Vortsjarv,201801010650,201801010700,3,0.25
EE-Vor,Vortsjarv,201801010700,201801010710,0.5,0.03
EE-Vor,Vortsjarv,201801010700,201801010710,3,0.25
