SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
DE-Mug,Muggelsee,0,7656520.87
DE-Mug,Muggelsee,0.5,7519178.53
DE-Mug,Muggelsee,1,7066989.45
DE-Mug,Muggelsee,1.5,6727154.54
DE-Mug,Muggelsee,2,6558198.79
DE-Mug,Muggelsee,2.5,6313602.4
DE-Mug,Muggelsee,3,5909203.95
DE-Mug,Muggelsee,3.5,5500014.68
DE-Mug,Muggelsee,4,5184162.06
DE-Mug,Muggelsee,4.5,4835735.41
DE-Mug,Muggelsee,5,4352122.49
DE-Mug,Muggelsee,5.5,3772833.41
DE-Mug,Muggelsee,6,3117794.71
DE-Mug,Muggelsee,6.5,1916529.4
DE-Mug,Muggelsee,7,367406.06
DE-Mug,Muggelsee,7.5,71018.68
DE-Mug,Muggelsee,8,3854.35
DE-Mug,Muggelsee,8.5,426.79
DE-Mug,Muggelsee,8.92,0
