SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
EE-NoM,NohipaloMustjarv,0,211908
EE-NoM,NohipaloMustjarv,1,204623
EE-NoM,NohipaloMustjarv,2,172089
EE-NoM,NohipaloMustjarv,3,138539
EE-NoM,NohipaloMustjarv,4,105318
EE-NoM,NohipaloMustjarv,5,72375
EE-NoM,NohipaloMustjarv,6,40147
EE-NoM,NohipaloMustjarv,7,18981
EE-NoM,NohipaloMustjarv,8,1623
EE-NoM,NohipaloMustjarv,8.9,0
