SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
DE-Hassel,hassel,0,288043.5
DE-Hassel,hassel,1,228672.125
DE-Hassel,hassel,2,197123.4219
DE-Hassel,hassel,3,168679.875
DE-Hassel,hassel,4,148900.4375
DE-Hassel,hassel,5,131195.9688
DE-Hassel,hassel,6,114215.0156
DE-Hassel,hassel,7,97288.08594
DE-Hassel,hassel,8,76818.78906
DE-Hassel,hassel,9,58364.57422
DE-Hassel,hassel,10,44058.65234
DE-Hassel,hassel,11,27753.52734
DE-Hassel,hassel,12,12826.13672
DE-Hassel,hassel,13,4260.56494
DE-Hassel,hassel,14,153.46729
