SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
GH-Bosumtwi,Bosumtwi,0,48799505.92
GH-Bosumtwi,Bosumtwi,2.53,47186592.27
GH-Bosumtwi,Bosumtwi,5.06,46090358.99
GH-Bosumtwi,Bosumtwi,7.59,45027641.43
GH-Bosumtwi,Bosumtwi,10.12,43913671.72
GH-Bosumtwi,Bosumtwi,12.66,42751140.91
GH-Bosumtwi,Bosumtwi,15.19,41524147.38
GH-Bosumtwi,Bosumtwi,17.72,40258745.31
GH-Bosumtwi,Bosumtwi,20.25,38966188.17
GH-Bosumtwi,Bosumtwi,22.78,37529170.92
GH-Bosumtwi,Bosumtwi,25.31,36027446.3
GH-Bosumtwi,Bosumtwi,27.84,34448048.38
GH-Bosumtwi,Bosumtwi,30.37,32830731.22
GH-Bosumtwi,Bosumtwi,32.9,31022961.56
GH-Bosumtwi,Bosumtwi,35.43,29242713.93
GH-Bosumtwi,Bosumtwi,37.97,27465401.99
GH-Bosumtwi,Bosumtwi,40.5,25690414.14
GH-Bosumtwi,Bosumtwi,43.03,23934141.26
GH-Bosumtwi,Bosumtwi,45.56,22163801.57
GH-Bosumtwi,Bosumtwi,48.09,20433827.54
GH-Bosumtwi,Bosumtwi,50.62,18681101.95
GH-Bosumtwi,Bosumtwi,53.15,16818165.9
GH-Bosumtwi,Bosumtwi,55.68,14846120.26
GH-Bosumtwi,Bosumtwi,58.21,12792120.12
GH-Bosumtwi,Bosumtwi,60.74,10744969.9
GH-Bosumtwi,Bosumtwi,63.28,8974385.57
GH-Bosumtwi,Bosumtwi,65.81,7276826.38
GH-Bosumtwi,Bosumtwi,68.34,5230532.41
GH-Bosumtwi,Bosumtwi,70.87,2587560.69
GH-Bosumtwi,Bosumtwi,73.4,61649.36
