SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
US-GrP,GreatPond,0,32553557.13
US-GrP,GreatPond,1,29654006.88
US-GrP,GreatPond,2,26321346.4
US-GrP,GreatPond,3,22357600.88
US-GrP,GreatPond,4,18428513.84
US-GrP,GreatPond,5,15823901.55
US-GrP,GreatPond,6,14131982.17
US-GrP,GreatPond,7,12270908.93
US-GrP,GreatPond,8,10101637.45
US-GrP,GreatPond,9,7900186.14
US-GrP,GreatPond,10,6064017.521
US-GrP,GreatPond,11,4819173.56
US-GrP,GreatPond,12,3857599.906
US-GrP,GreatPond,13,3048490.987
US-GrP,GreatPond,14,2274143.666
US-GrP,GreatPond,15,1548203.72
US-GrP,GreatPond,16,962614.9302
US-GrP,GreatPond,17,562634.3444
US-GrP,GreatPond,18,281044.1142
US-GrP,GreatPond,19,79198.20012
US-GrP,GreatPond,20,6417.229214
US-GrP,GreatPond,21,0
