SITE_ID,SITE_NAME,DEPTH,BATHYMETRY_AREA
CH-ZUR,Zurich,0,66600000
CH-ZUR,Zurich,5,61000000
CH-ZUR,Zurich,10,58300000
CH-ZUR,Zurich,15,54100000
CH-ZUR,Zurich,20,46700000
CH-ZUR,Zurich,25,33700000
CH-ZUR,Zurich,30,30300000
CH-ZUR,Zurich,35,28700000
CH-ZUR,Zurich,40,27200000
CH-ZUR,Zurich,45,25800000
CH-ZUR,Zurich,50,24700000
CH-ZUR,Zurich,55,23600000
CH-ZUR,Zurich,60,22300000
CH-ZUR,Zurich,65,20100000
CH-ZUR,Zurich,70,19900000
CH-ZUR,Zurich,75,19000000
CH-ZUR,Zurich,80,18200000
CH-ZUR,Zurich,85,17400000
CH-ZUR,Zurich,90,16600000
CH-ZUR,Zurich,95,15700000
CH-ZUR,Zurich,100,14800000
CH-ZUR,Zurich,105,13800000
CH-ZUR,Zurich,110,12600000
CH-ZUR,Zurich,115,11100000
CH-ZUR,Zurich,120,9000000
CH-ZUR,Zurich,125,6300000
CH-ZUR,Zurich,130,3400000
CH-ZUR,Zurich,135,500000
CH-ZUR,Zurich,136,0
